"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five","stale.mate"
"4627",1,-1591,0.37,4,52,0,1,0,3,1,1,1
"4628",2,22423,0.92,0,473,2581,1,13,8,2,4,1
"4629",3,-1288,0.82,1,22,1338,0,0,7,1,4,1
"4630",4,-1554,0.27,2,36,0,0,1,5,1,2,1
"4631",5,12327,0.25,5,502,3133,1,16,6,6,0,1
"4632",6,-1334,0.88,3,41,963,0,1,4,1,0,1
"4633",1,-597,0.09,3,35,1124,0,1,1,0,1,0
"4634",2,-216,0.81,5,202,1513,1,12,20,2,4,0
"4635",3,12969,0.69,0,208,3020,1,8,3,8,4,0
"4636",4,-294,0.5,2,34,1199,0,1,7,1,3,0
"4637",5,-469,0.65,4,41,1100,1,5,8,2,0,0
"4638",6,-263,0.61,1,25,1526,0,0,4,0,1,0
"4639",1,-28,0.98,2,22,1711,1,1,10,1,3,0
"4640",2,-662,0.06,4,30,1560,0,3,0,0,0,0
"4641",3,6638,0.9,0,48,1785,0,3,6,2,3,0
"4642",4,-446,0.11,1,22,1187,0,0,7,2,0,0
"4643",5,-451,0.76,3,26,1366,0,3,7,1,3,0
"4644",6,-21,0.16,5,51,3214,0,7,11,1,1,0
"4645",1,-1862,0.03,2,58,1775,0,9,0,0,0,1
"4646",2,-1767,0.05,4,74,2050,0,1,1,0,0,1
"4647",3,-1748,0.91,1,14,-437,0,0,7,0,3,1
"4648",4,-1816,0.07,3,71,1575,0,4,0,0,0,1
"4649",5,10055,0.2,5,483,2407,1,15,3,5,0,1
"4650",6,16586,0.44,0,502,0,0,15,6,2,1,1
"4651",1,-343,0.25,3,21,0,0,1,8,0,1,0
"4652",2,-57,0.54,1,20,765,0,1,10,1,4,0
"4653",3,-273,0.06,4,22,1707,0,3,0,0,0,0
"4654",4,-705,0.71,5,31,0,1,5,8,1,2,0
"4655",5,1745,0.44,0,29,2386,0,1,2,2,3,0
"4656",6,-600,0.02,2,19,1161,0,0,0,0,0,0
"4657",1,45,0.08,3,53,1385,0,6,1,0,0,0
"4658",2,13644,0.74,0,185,2137,1,7,10,5,4,0
"4659",3,-454,0.38,4,70,2682,0,2,15,2,1,0
"4660",4,-303,0.07,2,34,1088,0,2,0,0,0,0
"4661",5,-67,0.16,5,175,2523,1,2,15,3,3,0
"4662",6,-253,0.79,1,12,0,0,0,10,1,0,0
"4663",1,-25,0.3,3,35,1192,1,2,14,1,3,0
"4664",2,-284,0.9,5,122,2631,1,5,30,3,1,0
"4665",3,-641,0.16,4,106,1448,0,9,12,3,1,0
"4666",4,-300,0.14,1,13,0,0,0,8,2,2,0
"4667",5,-7,0.65,2,18,57,1,3,6,1,3,0
"4668",6,7822,0.87,0,130,3177,1,7,13,6,0,0
"4669",1,-487,0.1,3,62,1227,0,1,2,0,0,1
"4670",2,15717,0.43,0,502,0,1,11,9,4,1,1
"4671",3,-514,0.68,4,95,0,0,4,19,3,3,1
"4672",4,-1709,0.8,2,9,0,0,0,12,1,5,1
"4673",5,12221,0.5,5,497,2836,1,11,6,4,1,1
"4674",6,-1116,0.74,1,5,0,0,1,7,0,6,1
"4675",1,-17,0.75,3,72,427,0,4,15,2,2,1
"4676",2,-86,0.33,4,80,3810,0,2,15,2,2,1
"4677",3,-16,0.66,1,12,0,0,0,7,1,2,1
"4678",4,11417,0.78,0,500,2318,1,17,14,6,1,1
"4679",5,-10,0.96,2,15,560,0,2,5,1,1,1
"4680",6,12865,0.62,5,501,3430,1,18,21,6,1,1
"4681",1,-373,0.22,3,23,2547,0,1,7,0,1,0
"4682",2,1666,0.55,0,54,0,1,7,8,2,0,0
"4683",3,0,0.52,1,12,0,0,3,9,0,5,0
"4684",4,-362,0.79,5,58,2385,1,4,16,1,4,0
"4685",5,-46,0.54,2,18,1194,0,3,5,1,1,0
"4686",6,-358,0.08,4,38,1731,0,1,5,0,1,0
"4687",1,-387,0.96,4,176,0,1,8,19,3,4,1
"4688",2,18828,0.49,0,501,0,1,8,9,4,0,1
"4689",3,19721,0.3,5,499,2252,0,20,3,4,1,1
"4690",4,-187,0.03,3,85,2041,0,0,0,0,0,1
"4691",5,-190,0.04,2,64,1771,0,0,0,0,0,1
"4692",6,-359,0.63,1,25,0,0,1,10,0,3,1
"4693",1,13809,0.94,5,484,1536,0,22,2,4,0,1
"4694",2,-508,0.46,2,25,1402,0,2,5,1,0,1
"4695",3,25538,0.26,0,502,1757,1,14,5,4,0,1
"4696",4,-599,0.71,4,194,2684,1,9,12,2,3,1
"4697",5,-427,0.16,3,107,1883,0,7,1,0,1,1
"4698",6,-296,0.79,1,26,674,0,1,5,1,3,1
"4699",1,-236,0.2,5,49,2222,0,2,7,1,2,0
"4700",2,-179,0.46,4,57,3190,1,1,18,1,0,0
"4701",3,-1420,0.45,1,7,0,1,0,11,1,7,0
"4702",4,-124,1,2,16,774,0,0,8,1,3,0
"4703",5,3355,0.89,0,59,3440,1,1,8,4,2,0
"4704",6,-244,0.49,3,15,506,0,2,4,1,0,0
"4705",1,-1090,0.05,4,86,1572,0,2,0,0,0,0
"4706",2,-70,0.69,5,399,2199,1,17,16,3,2,0
"4707",3,-1065,0.09,2,74,1470,0,0,5,1,0,0
"4708",4,-1272,0.25,4,86,2344,0,4,13,2,2,0
"4709",5,-1554,0.43,1,34,102,0,6,8,0,3,0
"4710",6,31160,0.44,0,416,2313,1,11,7,6,3,0
"4711",1,-64,0.86,1,26,1692,0,0,8,1,3,0
"4712",2,-834,0.2,5,30,1675,0,2,7,0,2,0
"4713",3,-597,0.01,4,25,343,0,2,0,0,0,0
"4714",4,-189,0.72,2,25,1648,0,0,7,1,2,0
"4715",5,3165,0.52,0,33,4218,0,3,3,2,3,0
"4716",6,-685,0.53,3,27,744,0,1,5,1,3,0
"4717",1,-706,0.53,5,24,2625,1,2,10,1,0,0
"4718",2,-24,0.64,1,10,0,0,0,9,0,4,0
"4719",3,4941,0.96,0,20,4934,0,0,7,0,2,0
"4720",4,-1499,0.36,4,17,0,1,0,10,1,1,0
"4721",5,-835,0.86,3,12,0,0,0,3,1,2,0
"4722",6,-204,0.79,2,11,0,0,0,4,1,0,0
"4723",1,29838,0.82,0,492,2920,1,8,4,4,4,1
"4724",2,-186,0.75,1,29,173,1,1,12,1,0,1
"4725",3,-215,0.48,3,39,0,0,0,3,1,0,1
"4726",4,-21,0.1,2,31,1291,0,0,6,2,0,1
"4727",5,-180,0.72,4,125,0,1,9,13,1,3,1
"4728",6,9292,0.8,5,501,1475,0,14,7,4,3,1
"4729",1,5465,0.93,0,64,3254,0,4,7,2,0,0
"4730",2,-935,0.82,2,22,480,1,0,11,2,0,0
"4731",3,-622,0.96,5,63,2120,1,2,20,2,4,0
"4732",4,-525,0.98,4,26,1530,0,0,6,0,3,0
"4733",5,-11,0.67,3,25,1625,0,0,5,0,0,0
"4734",6,-206,0.55,1,22,390,0,2,6,1,0,0
"4735",1,4823,0.93,0,32,2485,1,1,7,1,3,0
"4736",2,-153,0.55,5,31,2664,0,0,13,2,1,0
"4737",3,-192,0.29,1,19,1046,1,0,6,2,1,0
"4738",4,-863,0.74,2,15,237,1,0,6,0,1,0
"4739",5,-92,0.28,3,24,0,0,2,4,0,1,0
"4740",6,-230,0.69,4,20,445,0,3,5,0,2,0
"4741",1,2522,0.64,5,501,2544,1,7,13,4,4,1
"4742",2,26,0.94,3,38,1278,0,2,12,2,1,1
"4743",3,29052,0.58,0,472,0,1,12,13,4,2,1
"4744",4,-23,0.46,1,28,565,1,0,7,1,4,1
"4745",5,-718,0.47,4,81,0,1,5,9,0,0,1
"4746",6,-3,0.24,2,26,932,0,3,6,2,2,1
"4747",1,-1158,0.19,5,67,1898,0,1,18,2,1,0
"4748",2,-802,0.03,3,64,1609,0,3,0,0,0,0
"4749",3,-367,0.47,2,14,-397,0,3,13,1,3,0
"4750",4,-932,0.61,4,57,3106,1,2,20,3,2,0
"4751",5,2,0.83,1,12,0,0,1,8,1,0,0
"4752",6,3908,0.36,0,62,798,1,3,11,2,2,0
"4753",1,11325,0.43,5,501,2657,1,9,10,2,4,1
"4754",2,-159,0.52,1,20,0,0,0,9,0,3,1
"4755",3,100,0.27,3,49,1202,0,5,5,1,0,1
"4756",4,134,0.56,2,37,794,0,3,3,1,2,1
"4757",5,150,0.92,4,174,684,0,7,12,2,2,1
"4758",6,26363,0.72,0,494,3980,1,13,6,6,0,1
"4759",1,-292,0.82,3,14,-292,0,2,11,0,3,0
"4760",2,-268,0.72,2,9,0,0,1,4,1,0,0
"4761",3,-774,0.93,4,24,876,0,0,12,2,2,0
"4762",4,835,0.43,0,42,3876,1,2,6,3,3,0
"4763",5,-95,0.87,1,5,0,0,0,4,0,4,0
"4764",6,-733,0.74,5,40,3253,1,2,16,0,3,0
"4765",1,-259,0.66,4,67,1352,1,1,16,3,0,1
"4766",2,-404,0.45,3,51,1368,1,4,8,3,4,1
"4767",3,21671,0.22,0,501,1665,1,14,6,5,0,1
"4768",4,-528,0.17,2,50,0,0,1,9,1,0,1
"4769",5,13323,0.64,5,502,2495,1,10,12,3,1,1
"4770",6,-538,0.51,1,16,0,0,0,3,1,0,1
"4771",1,-139,0.34,4,245,2316,1,9,8,1,1,1
"4772",2,22441,0.48,0,501,2220,1,18,8,5,1,1
"4773",3,-384,0.42,2,60,1044,0,0,6,2,0,1
"4774",4,18751,0.21,5,495,1384,1,22,5,3,3,1
"4775",5,-148,0.64,1,16,34,0,0,4,1,2,1
"4776",6,-275,0.43,3,218,1525,1,5,13,3,1,1
"4777",1,1606,0.78,4,501,3137,1,22,7,1,2,1
"4778",2,8077,0.29,5,480,1454,1,23,4,3,2,1
"4779",3,-1716,0.03,2,86,1709,0,3,0,0,0,1
"4780",4,42985,0.36,0,500,1377,0,24,1,2,3,1
"4781",5,200,0.14,3,495,2929,0,16,11,2,2,1
"4782",6,-2068,0.84,1,13,0,1,0,8,1,2,1
"4783",1,-424,0.24,5,39,2421,0,2,7,2,1,0
"4784",2,-594,0.16,4,34,1720,0,0,2,0,1,0
"4785",3,4097,0.76,0,41,4532,1,0,5,2,4,0
"4786",4,-1581,0.91,3,34,1637,1,0,7,1,2,0
"4787",5,-27,0.55,2,26,483,0,4,7,0,2,0
"4788",6,-203,0.29,1,15,-213,0,0,4,0,2,0
"4789",1,-108,0.84,4,142,3480,1,3,26,3,3,0
"4790",2,15142,0.12,0,250,1513,1,6,4,6,0,0
"4791",3,-206,0.89,1,6,0,0,1,6,0,4,0
"4792",4,-72,0.33,3,52,1223,0,3,10,2,1,0
"4793",5,-71,0.75,2,28,1799,0,1,11,3,1,0
"4794",6,-23,0.23,5,248,1609,0,15,19,3,2,0
"4795",1,-454,0.52,5,72,3369,0,2,18,1,0,0
"4796",2,-78,0.19,2,14,-58,0,1,6,1,2,0
"4797",3,-154,0.36,4,34,0,1,2,12,2,4,0
"4798",4,3236,0.51,0,75,3416,1,4,4,3,3,0
"4799",5,-104,0.6,3,31,0,1,0,12,1,0,0
"4800",6,-185,0.84,1,13,0,0,0,4,0,3,0
"4801",1,-1494,0.27,1,19,626,0,0,5,0,2,0
"4802",2,-956,0.97,5,49,3281,0,1,26,4,4,0
"4803",3,-22,0.85,3,34,3037,0,0,12,0,2,0
"4804",4,-123,0.95,2,36,399,1,4,14,0,0,0
"4805",5,3867,0.57,0,46,2712,1,2,5,3,3,0
"4806",6,-1539,0.05,4,30,369,0,1,0,0,0,0
"4807",1,-2196,0.09,3,93,1257,0,7,6,2,3,1
"4808",2,-2181,0.67,2,13,0,0,3,7,1,0,1
"4809",3,7204,0.22,4,501,3020,0,21,7,3,1,1
"4810",4,-2266,0.82,1,7,0,1,0,7,1,6,1
"4811",5,7830,0.13,5,483,2646,0,20,10,3,1,1
"4812",6,30110,0.96,0,480,1757,1,34,6,2,1,1
"4813",1,-652,0.28,4,81,4178,0,5,18,2,1,1
"4814",2,26481,0.74,0,501,0,0,14,7,5,5,1
"4815",3,-1210,0.06,3,35,1471,0,0,1,0,0,1
"4816",4,4102,0.78,5,500,2378,1,20,8,3,0,1
"4817",5,-1414,0.41,1,8,0,0,0,6,0,0,1
"4818",6,-701,0.49,2,9,0,0,0,4,1,1,1
"4819",1,22298,0.14,5,503,1704,0,12,1,3,0,1
"4820",2,39158,0.36,0,493,1199,0,17,2,0,3,1
"4821",3,14386,0.39,4,492,0,1,20,8,3,2,1
"4822",4,9243,0.89,3,489,1582,0,20,3,2,0,1
"4823",5,-832,0.19,2,364,1598,0,11,9,2,1,1
"4824",6,-55,0.24,1,287,2653,1,5,6,1,0,1
"4825",1,-541,0.65,2,69,966,0,3,9,1,5,0
"4826",2,-3,0.25,5,169,2332,0,8,14,2,2,0
"4827",3,16415,0.77,0,171,3367,1,6,4,5,4,0
"4828",4,-423,0.01,3,67,1796,0,2,0,0,0,0
"4829",5,-549,0.24,4,70,1027,0,4,7,2,3,0
"4830",6,-474,0.4,1,72,1613,0,2,10,4,2,0
"4831",1,575,0.76,0,86,1122,0,3,22,3,0,0
"4832",2,-570,0.56,3,21,0,1,1,11,1,0,0
"4833",3,-1277,0.92,2,10,0,1,0,8,2,0,0
"4834",4,-828,0.44,4,40,1155,0,2,14,2,4,0
"4835",5,-1021,0.55,5,87,3149,1,2,28,2,1,0
"4836",6,-740,0.58,1,5,0,0,0,3,0,0,0
"4837",1,-257,0.13,5,85,2063,0,3,14,2,0,0
"4838",2,-252,0.6,2,31,1741,1,2,18,2,3,0
"4839",3,-159,0.9,3,30,537,0,3,9,1,2,0
"4840",4,-27,0,4,52,1815,0,0,0,0,0,0
"4841",5,-334,0.33,1,11,0,0,1,7,1,5,0
"4842",6,4419,0.98,0,82,2850,1,5,14,3,3,0
"4843",1,-438,0.39,2,14,-378,1,0,10,1,0,0
"4844",2,-45,0.14,5,333,1904,0,7,15,2,3,0
"4845",3,-246,0.32,1,13,0,0,1,8,1,4,0
"4846",4,18570,0.51,0,347,3679,1,3,13,7,2,0
"4847",5,-110,0.79,3,12,0,0,1,8,1,2,0
"4848",6,-107,0.74,4,53,2114,1,1,9,1,0,0
"4849",1,12539,0.51,5,502,1678,1,18,3,5,0,1
"4850",2,-1437,0.48,4,181,4061,1,8,17,3,0,1
"4851",3,15822,0.21,0,495,1644,0,12,6,3,2,1
"4852",4,-2276,0.32,2,15,0,0,0,5,2,2,1
"4853",5,-2301,0.69,3,34,1867,0,0,10,1,5,1
"4854",6,-2328,0.87,1,8,0,0,1,6,0,2,1
"4855",1,-137,0.95,5,50,2322,1,0,16,2,0,0
"4856",2,-104,0.73,2,21,890,1,0,6,0,1,0
"4857",3,-739,0.03,4,34,889,0,1,0,0,0,0
"4858",4,3231,0.39,0,50,2674,0,2,5,3,2,0
"4859",5,-110,1,1,6,0,0,0,5,0,3,0
"4860",6,-288,0.19,3,28,1806,0,1,1,0,0,0
"4861",1,-2070,0.69,1,11,0,0,0,12,1,4,0
"4862",2,-26,1,5,99,2896,1,6,30,5,2,0
"4863",3,-95,0.6,4,47,0,0,2,15,1,3,0
"4864",4,-167,0.78,3,39,1650,1,1,9,2,0,0
"4865",5,-423,0.99,2,15,0,0,1,10,2,4,0
"4866",6,7136,0.93,0,93,2975,1,4,15,1,2,0
"4867",1,4162,0.35,0,92,3049,0,3,6,3,1,0
"4868",2,-390,0.14,3,68,2010,1,0,11,2,0,0
"4869",3,-434,0.85,1,8,0,0,0,10,2,5,0
"4870",4,-11,0.04,2,28,1724,0,1,0,0,0,0
"4871",5,-94,0.29,5,95,2293,0,7,16,2,0,0
"4872",6,-632,0.37,4,79,0,1,4,21,3,1,0
"4873",1,-120,0.06,3,66,1822,0,5,1,0,0,0
"4874",2,-111,0.46,1,38,0,0,7,7,1,4,0
"4875",3,3879,0.1,0,109,1526,0,7,2,4,2,0
"4876",4,-247,0.92,4,79,1767,1,5,15,1,4,0
"4877",5,-16,0.68,2,42,2062,0,1,10,1,1,0
"4878",6,-204,0.94,5,110,2788,1,5,18,3,0,0
"4879",1,-3848,0.54,2,17,1025,1,0,9,2,0,1
"4880",2,-2880,0.41,3,58,1983,1,0,13,2,1,1
"4881",3,-2991,0.78,1,18,49,1,3,10,1,5,1
"4882",4,22476,0.72,0,497,3450,1,13,8,3,1,1
"4883",5,17149,0.18,5,501,1498,0,9,3,2,4,1
"4884",6,1239,0.21,4,493,1965,0,11,3,3,0,1
"4885",1,-290,0.82,2,40,1667,0,3,11,0,2,1
"4886",2,-254,0.01,3,68,0,0,3,0,0,0,1
"4887",3,-442,0.53,1,9,0,0,0,5,0,5,1
"4888",4,11063,0.07,5,484,0,0,13,1,1,0,1
"4889",5,8376,0.08,4,501,1970,0,9,0,4,0,1
"4890",6,28939,0.26,0,488,2930,1,8,9,3,2,1
"4891",1,-727,0.49,5,33,1314,0,1,11,1,1,0
"4892",2,-1033,0.98,4,31,2074,1,2,8,0,0,0
"4893",3,-272,0.73,2,14,-272,0,0,9,1,2,0
"4894",4,-117,0.6,3,17,1232,0,0,5,1,2,0
"4895",5,-394,0.54,1,16,406,0,0,6,0,4,0
"4896",6,3968,0.63,0,35,4852,0,1,8,2,2,0
"4897",1,-41,0.09,4,93,2161,0,6,8,2,2,0
"4898",2,-198,0.27,3,56,1604,0,0,5,1,2,0
"4899",3,-735,0.89,5,185,2885,1,4,14,4,3,0
"4900",4,19126,0.43,0,186,2615,1,3,10,3,3,0
"4901",5,-179,0.61,2,44,1484,1,0,8,1,2,0
"4902",6,-165,0.3,1,11,0,0,0,6,1,3,0
"4903",1,36401,0.14,0,501,1690,1,15,5,3,3,1
"4904",2,-760,0.53,1,30,3085,1,4,11,2,0,1
"4905",3,1114,0.61,5,491,1150,1,18,8,5,2,1
"4906",4,-545,0.2,4,115,2008,0,5,18,4,0,1
"4907",5,-570,0.06,2,59,2045,0,0,0,0,0,1
"4908",6,-1181,0.29,3,53,731,1,3,14,2,1,1
"4909",1,2932,0.73,0,67,3531,1,3,9,4,2,0
"4910",2,-423,0.43,3,31,1732,0,1,14,0,2,0
"4911",3,-102,0.32,5,73,1199,0,4,3,1,0,0
"4912",4,-279,0.06,4,49,1721,0,3,0,0,0,0
"4913",5,-292,0.91,2,25,1496,0,1,12,2,5,0
"4914",6,-20,0.66,1,11,0,0,1,6,1,1,0
"4915",1,-1136,0.99,3,28,2590,1,0,12,1,1,0
"4916",2,-195,0.52,4,29,877,0,1,6,0,5,0
"4917",3,-1538,0.05,5,70,0,0,0,1,0,0,0
"4918",4,6040,0.78,0,72,3322,1,2,5,2,0,0
"4919",5,-362,0.62,2,18,1514,0,1,5,1,2,0
"4920",6,6,0.88,1,7,0,1,0,10,2,4,0
"4921",1,2063,0.16,0,37,4541,1,1,14,2,2,0
"4922",2,-1121,0.66,3,26,1487,0,0,12,0,6,0
"4923",3,-112,0.18,4,29,64,0,0,9,2,2,0
"4924",4,-555,0.89,1,11,0,0,0,8,0,0,0
"4925",5,-1345,0.59,2,20,561,0,3,10,3,3,0
"4926",6,-241,0.25,5,35,2324,1,1,18,3,0,0
"4927",1,-194,0.8,2,29,2836,1,0,23,1,0,0
"4928",2,-523,0.2,1,11,0,0,0,4,1,2,0
"4929",3,-5,0.46,3,31,827,0,0,8,2,0,0
"4930",4,-1599,0.66,4,45,0,1,0,17,2,3,0
"4931",5,-1955,0.45,5,38,279,0,2,7,1,4,0
"4932",6,867,0.63,0,42,1551,1,0,7,2,2,0
"4933",1,9021,0.8,0,117,3208,1,2,6,5,4,0
"4934",2,-301,0.43,4,79,2514,1,3,16,2,0,0
"4935",3,-152,0.46,2,26,555,0,3,7,1,4,0
"4936",4,-269,0.7,1,14,-239,0,0,4,1,1,0
"4937",5,-46,0.03,3,50,1630,0,0,0,0,0,0
"4938",6,-230,0.1,5,103,1299,0,4,5,2,0,0
"4939",1,2740,0.4,3,496,1122,0,11,2,1,0,1
"4940",2,17344,0.44,5,496,2130,0,10,3,3,3,1
"4941",3,4537,0.84,4,501,4039,1,12,7,2,0,1
"4942",4,-124,0.69,1,7,0,0,0,5,1,3,1
"4943",5,39837,0.49,0,487,2518,1,7,10,3,4,1
"4944",6,-223,0.57,2,38,1343,0,0,7,1,0,1
"4945",1,-40,0.65,1,9,0,0,0,3,1,2,0
"4946",2,-24,1,3,37,2384,1,0,11,1,3,0
"4947",3,6063,0.73,0,43,0,1,2,4,1,1,0
"4948",4,-666,0.77,2,23,0,0,0,10,0,4,0
"4949",5,-46,0.63,4,39,1082,0,2,9,0,0,0
"4950",6,-38,0.59,5,44,3051,0,1,15,2,2,0
"4951",1,-143,0.08,5,122,1438,0,5,6,2,0,0
"4952",2,-802,0.59,3,48,1723,1,2,20,2,0,0
"4953",3,-144,0.53,4,60,2756,1,2,14,2,2,0
"4954",4,-865,0.48,1,6,0,1,0,7,1,4,0
"4955",5,9083,0.57,0,126,2589,1,2,12,6,0,0
"4956",6,-49,0.62,2,16,211,0,0,4,1,2,0
"4957",1,-82,0.47,3,43,2129,0,2,18,3,4,1
"4958",2,-59,0.16,1,21,1241,0,1,5,0,3,1
"4959",3,110,0.27,4,68,1248,0,4,10,1,1,1
"4960",4,20115,0.53,0,501,1887,1,18,7,2,4,1
"4961",5,-76,0.07,2,42,1768,0,0,0,0,0,1
"4962",6,13234,0.92,5,492,2188,1,21,6,6,0,1
"4963",1,-201,0.01,5,81,2013,0,10,0,0,0,0
"4964",2,44,0.69,3,34,2218,0,0,10,2,0,0
"4965",3,-62,0.98,4,77,1850,1,1,31,7,2,0
"4966",4,1396,0.71,0,81,2263,1,3,15,4,2,0
"4967",5,-116,0.73,1,7,0,0,0,6,0,4,0
"4968",6,-54,0.87,2,27,1575,1,0,15,1,6,0
"4969",1,-198,0.09,1,24,1044,0,0,4,1,0,0
"4970",2,6955,0.19,0,53,2128,0,2,6,1,0,0
"4971",3,-572,0.17,3,50,582,0,4,4,0,0,0
"4972",4,-102,0.43,4,48,3589,1,1,13,2,0,0
"4973",5,-720,0.28,2,41,1314,0,3,7,1,3,0
"4974",6,-214,0.88,5,46,0,1,10,13,1,0,0
"4975",1,-921,0.67,5,44,2396,1,2,21,2,2,0
"4976",2,-383,0.63,2,12,0,1,1,4,0,0,0
"4977",3,-72,0.47,3,14,-72,0,0,8,0,3,0
"4978",4,2039,0.7,0,46,4403,1,2,7,2,2,0
"4979",5,-569,0.44,1,14,-569,0,0,6,0,6,0
"4980",6,-48,0.28,4,16,1352,0,1,9,2,2,0
"4981",1,6223,0.72,3,501,3019,1,15,8,3,1,1
"4982",2,-302,0.22,1,17,754,0,0,4,0,4,1
"4983",3,8712,0.43,4,501,2421,1,14,5,2,3,1
"4984",4,-343,0.19,2,35,0,0,0,5,2,2,1
"4985",5,30562,0.34,0,488,0,0,16,8,2,0,1
"4986",6,16647,0.17,5,466,0,0,10,3,1,2,1
"4987",1,699,0.89,0,57,4493,1,3,14,2,3,0
"4988",2,-179,0.04,4,26,0,0,1,1,0,0,0
"4989",3,-391,0.21,2,19,790,0,1,5,2,3,0
"4990",4,-798,0.5,5,50,1126,0,1,12,2,4,0
"4991",5,-165,0.88,1,9,0,0,1,5,0,2,0
"4992",6,-142,0.27,3,22,1764,0,1,11,1,0,0
"4993",1,-181,0.52,5,96,2395,1,2,18,3,0,0
"4994",2,-388,0.66,3,33,0,0,0,15,1,0,0
"4995",3,169,0.91,0,93,1689,1,5,21,2,0,0
"4996",4,-1273,0.76,1,18,435,0,2,13,1,5,0
"4997",5,-419,0.92,4,56,2438,0,0,20,1,0,0
"4998",6,-407,0.78,2,16,1723,1,1,9,2,4,0
"4999",1,-85,0.41,3,457,1376,0,10,6,1,4,1
"5000",2,47734,0.96,0,499,3166,0,13,3,2,2,1
"5001",3,585,0.47,4,494,1792,1,13,8,3,2,1
"5002",4,19224,0.38,5,501,2464,1,9,5,4,0,1
"5003",5,48,0.34,1,26,441,1,1,5,1,1,1
"5004",6,-3,0.04,2,80,0,0,3,1,0,0,1
"5005",1,-685,0.38,1,27,1589,0,3,10,2,2,0
"5006",2,-858,0.04,3,38,1731,0,2,0,0,0,0
"5007",3,-73,0.25,5,95,3056,0,0,19,1,2,0
"5008",4,-57,0.48,4,66,1245,1,2,17,2,1,0
"5009",5,3327,0.91,0,104,535,1,3,15,7,0,0
"5010",6,-218,0.92,2,31,1272,0,1,14,0,3,0
"5011",1,-443,0.63,1,8,0,0,0,6,1,3,1
"5012",2,-491,0.34,4,133,3094,0,3,14,2,2,1
"5013",3,-596,0.09,3,129,1528,0,4,5,1,2,1
"5014",4,23987,0.95,0,490,3037,1,14,8,4,3,1
"5015",5,12251,0.12,5,501,0,0,10,4,4,1,1
"5016",6,-559,0.18,2,47,1182,0,0,8,2,3,1
"5017",1,-391,0.35,4,39,3256,0,0,14,1,3,0
"5018",2,-19,0.53,3,20,271,1,3,8,1,2,0
"5019",3,-149,0.73,5,40,2466,1,1,13,1,3,0
"5020",4,-763,0.29,2,14,-713,0,0,4,1,1,0
"5021",5,2717,0.3,0,40,0,1,1,7,2,4,0
"5022",6,-1444,0.72,1,12,0,1,0,9,1,0,0
"5023",1,-148,0.83,5,42,1597,1,3,17,2,3,0
"5024",2,2275,0.45,0,39,2541,0,4,5,2,3,0
"5025",3,-126,0.75,2,27,0,1,1,12,2,0,0
