"","Var1","Freq","winning.prop","prop.order$money.made","prop.order$group"
"12385",12,10,FALSE,560,0
"13373",13,11,TRUE,4060,3
"14372",14,15,TRUE,2340,3
"15372",15,14,TRUE,2500,9
"16372",16,14,TRUE,770,4
"18372",18,19,TRUE,434,4
"19372",19,15,TRUE,352,4
"21372",21,20,TRUE,540,5
"23372",23,8,TRUE,144,5
"24372",24,12,TRUE,280,5
"25372",25,23,TRUE,4100,9
"26372",26,10,TRUE,132,6
"27374",27,14,TRUE,264,6
"28381",28,7,FALSE,300,0
"29372",29,15,TRUE,456,6
"31397",31,12,TRUE,234,7
"32380",32,16,TRUE,286,7
"34372",34,16,FALSE,504,7
"35372",35,15,TRUE,3000,9
"37367",37,7,FALSE,665,8
"39351",39,18,FALSE,100,8
"11432",1,2,FALSE,0,1
"3850",3,5,FALSE,12,1
"5373",5,9,TRUE,450,9
"6373",6,4,FALSE,6,2
"8373",8,3,FALSE,6,2
"9373",9,4,FALSE,24,2
"11433",11,7,TRUE,1875,3
"12386",12,6,TRUE,128,0
"13374",13,6,TRUE,110,3
"14373",14,4,TRUE,680,3
"15373",15,3,TRUE,100,9
"16373",16,6,TRUE,42,4
"18373",18,4,FALSE,28,4
"19373",19,6,FALSE,48,4
"21373",21,4,TRUE,3150,5
"23373",23,3,TRUE,790,5
"24373",24,4,TRUE,2025,5
"25373",25,3,TRUE,50,9
"26373",26,8,FALSE,154,6
"27375",27,5,FALSE,44,6
"28382",28,1,FALSE,0,0
"29373",29,2,FALSE,0,6
"31398",31,2,FALSE,0,7
"32381",32,3,FALSE,0,7
"34373",34,3,FALSE,0,7
"35373",35,3,FALSE,0,9
"37368",37,2,TRUE,35,8
"39352",39,6,TRUE,600,8
"11434",1,3,FALSE,254,1
"3851",3,3,FALSE,450,1
"5374",5,4,FALSE,100,9
"6374",6,8,FALSE,3032,2
"8374",8,7,FALSE,3300,2
"9374",9,2,FALSE,600,2
"11435",11,8,TRUE,2410,3
"12387",12,7,FALSE,116,0
"13375",13,5,TRUE,760,3
"14374",14,4,TRUE,1612,3
"15374",15,6,TRUE,225,9
"16374",16,3,FALSE,0,4
"18374",18,2,FALSE,0,4
"19374",19,4,FALSE,236,4
"21374",21,4,FALSE,0,5
"23374",23,4,FALSE,18,5
"24374",24,5,FALSE,40,5
"25374",25,5,FALSE,200,9
"26374",26,8,FALSE,132,6
"27376",27,5,FALSE,44,6
"28383",28,4,FALSE,0,0
"29374",29,4,FALSE,24,6
"31399",31,7,TRUE,52,7
"32382",32,5,TRUE,1353,7
"34374",34,7,TRUE,1000,7
"35374",35,2,FALSE,500,9
"37369",37,4,FALSE,35,8
"39353",39,4,TRUE,250,8
"11436",1,10,TRUE,1754,1
"3852",3,7,TRUE,2250,1
"5375",5,9,TRUE,675,9
"6375",6,13,TRUE,3836,2
"8375",8,8,TRUE,1650,2
"9375",9,15,TRUE,3248,2
"11437",11,28,TRUE,10350,3
"12388",12,11,FALSE,614,0
"13376",13,11,TRUE,5175,3
"14375",14,9,TRUE,6800,3
"15375",15,11,TRUE,1450,9
"16375",16,15,TRUE,84,4
"18375",18,13,TRUE,112,4
"19375",19,20,TRUE,304,4
"21375",21,15,TRUE,756,5
"23375",23,15,TRUE,756,5
"24375",24,15,FALSE,960,5
"25375",25,14,TRUE,1175,9
"26375",26,13,FALSE,264,6
"27377",27,8,FALSE,110,6
"28384",28,15,FALSE,1130,0
"29375",29,11,FALSE,240,6
"31400",31,16,TRUE,338,7
"32383",32,15,TRUE,312,7
"34375",34,6,TRUE,56,7
"35375",35,1,TRUE,0,9
"37370",37,8,FALSE,2305,8
"39354",39,14,FALSE,1100,8
"11438",1,4,FALSE,92,1
"3853",3,5,FALSE,510,1
"5376",5,4,FALSE,50,9
"6376",6,4,FALSE,36,2
"8376",8,2,FALSE,0,2
"9376",9,2,FALSE,0,2
"11439",11,4,FALSE,30,3
"12389",12,6,TRUE,270,0
"13377",13,2,FALSE,0,3
"14376",14,4,FALSE,36,3
"15376",15,3,FALSE,25,9
"16376",16,2,FALSE,28,4
"18376",18,5,FALSE,56,4
"19376",19,5,TRUE,48,4
"21376",21,4,FALSE,0,5
"23376",23,1,FALSE,0,5
"24376",24,2,TRUE,0,5
"25376",25,4,FALSE,150,9
"26376",26,4,FALSE,44,6
"27378",27,5,TRUE,0,6
"28385",28,4,TRUE,50,0
"29376",29,4,FALSE,24,6
"31401",31,5,FALSE,0,7
"32384",32,5,FALSE,78,7
"34376",34,3,FALSE,0,7
"35376",35,3,FALSE,0,9
"37371",37,2,FALSE,0,8
"39355",39,3,FALSE,0,8
"11440",1,2,TRUE,250,1
"3854",3,7,TRUE,916,1
"5377",5,6,FALSE,150,9
"6377",6,4,TRUE,18,2
"8377",8,6,FALSE,18,2
"9377",9,4,TRUE,16,2
"11441",11,3,TRUE,0,3
"12390",12,4,FALSE,36,0
"13378",13,9,TRUE,645,3
"14377",14,4,TRUE,0,3
"15377",15,9,FALSE,150,9
"16377",16,4,FALSE,28,4
"18377",18,7,FALSE,42,4
"19377",19,4,FALSE,600,4
"21377",21,3,FALSE,108,5
"23377",23,5,FALSE,1040,5
"24377",24,10,FALSE,3400,5
"25377",25,3,FALSE,0,9
"26377",26,8,TRUE,66,6
"27379",27,1,FALSE,0,6
"28386",28,3,TRUE,56,0
"29377",29,5,FALSE,48,6
"31402",31,4,TRUE,130,7
"32385",32,4,FALSE,78,7
"34377",34,6,FALSE,0,7
"35377",35,1,FALSE,200,9
"37372",37,4,TRUE,0,8
"39356",39,5,FALSE,550,8
"11442",1,5,TRUE,252,1
"3855",3,4,FALSE,810,1
"5378",5,12,FALSE,600,9
"6378",6,5,FALSE,42,2
"8378",8,7,FALSE,36,2
"9378",9,7,FALSE,64,2
"11443",11,10,FALSE,90,3
"12391",12,10,FALSE,216,0
"13379",13,5,FALSE,40,3
"14378",14,6,FALSE,60,3
"15378",15,9,FALSE,300,9
"16378",16,4,TRUE,1328,4
"18378",18,13,TRUE,4332,4
"19378",19,12,TRUE,2676,4
"21378",21,7,TRUE,36,5
"23378",23,6,TRUE,1068,5
"24378",24,13,TRUE,1240,5
"25378",25,10,FALSE,750,9
"26378",26,7,FALSE,110,6
"27380",27,7,TRUE,66,6
"28387",28,12,FALSE,308,0
"29378",29,7,FALSE,144,6
"31403",31,9,FALSE,130,7
"32386",32,7,TRUE,78,7
"34378",34,9,TRUE,0,7
"35378",35,3,FALSE,450,9
"37373",37,4,FALSE,500,8
"39357",39,8,FALSE,50,8
"11444",1,35,TRUE,138,1
"3856",3,46,TRUE,336,1
"5379",5,29,FALSE,3700,9
"6379",6,39,TRUE,3252,2
"8379",8,41,TRUE,3600,2
"9379",9,39,TRUE,3312,2
"11445",11,71,TRUE,860,3
"12392",12,33,FALSE,1874,0
"13380",13,33,TRUE,580,3
"14379",14,39,TRUE,780,3
"15379",15,47,FALSE,8300,9
"16379",16,35,FALSE,854,4
"18379",18,50,FALSE,1302,4
"19379",19,50,FALSE,1248,4
"21379",21,48,TRUE,11286,5
"23379",23,41,TRUE,9376,5
"24379",24,63,TRUE,5200,5
"25379",25,42,FALSE,7400,9
"26379",26,38,FALSE,1430,6
"27381",27,38,FALSE,1474,6
"28388",28,43,FALSE,2650,0
"29379",29,42,FALSE,1848,6
"31404",31,38,FALSE,2210,7
"32387",32,51,FALSE,1872,7
"34379",34,42,FALSE,1680,7
"35379",35,9,FALSE,8000,9
"37374",37,28,FALSE,1890,8
"39358",39,51,FALSE,2700,8
"11446",1,25,TRUE,94,1
"3857",3,17,TRUE,128,1
"5380",5,23,FALSE,4225,9
"6380",6,26,TRUE,252,2
"8380",8,24,TRUE,222,2
"9380",9,25,TRUE,328,2
"11447",11,68,TRUE,25635,3
"12393",12,39,TRUE,1110,0
"13381",13,31,TRUE,13500,3
"14380",14,24,TRUE,11012,3
"15380",15,32,FALSE,5450,9
"16380",16,33,TRUE,812,4
"18380",18,34,TRUE,798,4
"19380",19,27,TRUE,752,4
"21380",21,34,TRUE,1026,5
"23380",23,30,TRUE,972,5
"24380",24,33,TRUE,960,5
"25380",25,29,FALSE,5600,9
"26380",26,30,FALSE,1188,6
"27382",27,32,FALSE,1364,6
"28389",28,44,TRUE,1840,0
"29380",29,20,FALSE,864,6
"31405",31,27,TRUE,1326,7
"32388",32,27,TRUE,1066,7
"34380",34,32,TRUE,1288,7
"35380",35,2,FALSE,6050,9
"37375",37,23,FALSE,1890,8
"39359",39,23,FALSE,2550,8
"11448",1,3,FALSE,4,1
"3858",3,3,FALSE,0,1
"5381",5,7,FALSE,175,9
"6381",6,5,TRUE,1106,2
"8381",8,6,TRUE,1662,2
"9381",9,4,TRUE,300,2
"11449",11,4,TRUE,0,3
"12394",12,9,FALSE,270,0
"13382",13,3,TRUE,10,3
"14381",14,2,FALSE,12,3
"15381",15,3,TRUE,0,9
"16381",16,8,FALSE,14,4
"18381",18,2,FALSE,0,4
"19381",19,4,TRUE,0,4
"21381",21,5,TRUE,18,5
"23381",23,9,FALSE,90,5
"24381",24,4,FALSE,0,5
"25381",25,4,TRUE,0,9
"26381",26,4,FALSE,0,6
"27383",27,4,FALSE,0,6
"28390",28,6,FALSE,190,0
"29381",29,8,TRUE,96,6
"31406",31,4,FALSE,0,7
"32389",32,3,TRUE,26,7
"34381",34,5,TRUE,28,7
"35381",35,4,TRUE,100,9
"37376",37,6,TRUE,4500,8
"39360",39,6,TRUE,7700,8
"11450",1,2,FALSE,0,1
"3859",3,5,FALSE,12,1
"5382",5,9,TRUE,250,9
"6382",6,8,TRUE,1662,2
"8382",8,6,TRUE,1370,2
"9382",9,6,TRUE,1800,2
"11451",11,9,FALSE,160,3
"12395",12,6,TRUE,248,0
"13383",13,3,FALSE,150,3
"14382",14,9,FALSE,560,3
"15382",15,5,FALSE,0,9
"16382",16,12,FALSE,70,4
"18382",18,3,FALSE,14,4
"19382",19,12,FALSE,64,4
"21382",21,7,FALSE,36,5
"23382",23,1,FALSE,0,5
"24382",24,11,FALSE,120,5
"25382",25,15,TRUE,600,9
"26382",26,7,FALSE,22,6
"27384",27,11,FALSE,110,6
"28391",28,7,TRUE,380,0
"29382",29,9,FALSE,24,6
"31407",31,11,FALSE,390,7
"32390",32,6,FALSE,1212,7
"34382",34,5,FALSE,364,7
"35382",35,3,FALSE,0,9
"37377",37,4,TRUE,5315,8
"39361",39,13,TRUE,8100,8
"11452",1,9,TRUE,532,1
"3860",3,10,TRUE,2298,1
"5383",5,8,TRUE,225,9
"6383",6,9,TRUE,4100,2
"8383",8,8,TRUE,3006,2
"9383",9,11,TRUE,4216,2
"11453",11,12,TRUE,150,3
"12396",12,5,TRUE,100,0
"13384",13,8,FALSE,110,3
"14383",14,9,TRUE,180,3
"15383",15,14,TRUE,850,9
"16383",16,8,FALSE,750,4
"18383",18,8,FALSE,368,4
"19383",19,6,FALSE,144,4
"21383",21,9,FALSE,126,5
"23383",23,8,FALSE,90,5
"24383",24,21,TRUE,300,5
"25383",25,7,FALSE,425,9
"26383",26,4,TRUE,22,6
"27385",27,9,TRUE,822,6
"28392",28,11,FALSE,286,0
"29383",29,8,TRUE,120,6
"31408",31,11,FALSE,676,7
"32391",32,11,FALSE,1144,7
"34383",34,4,FALSE,448,7
"35383",35,6,TRUE,50,9
"37378",37,4,FALSE,2970,8
"39362",39,8,TRUE,2350,8
"11454",1,32,TRUE,142,1
"3861",3,25,TRUE,156,1
"5384",5,29,TRUE,4600,9
"6384",6,25,TRUE,342,2
"8384",8,26,TRUE,378,2
"9384",9,38,TRUE,544,2
"11455",11,132,FALSE,30300,3
"12397",12,44,TRUE,1078,0
"13385",13,38,FALSE,5310,3
"14384",14,32,FALSE,5580,3
"15384",15,30,TRUE,5000,9
"16384",16,36,TRUE,938,4
"18384",18,40,TRUE,994,4
"19384",19,42,TRUE,1168,4
"21384",21,46,FALSE,2916,5
"23384",23,35,FALSE,1152,5
"24384",24,36,FALSE,1200,5
"25384",25,37,TRUE,6025,9
"26384",26,38,TRUE,3454,6
"27386",27,39,TRUE,1518,6
"28393",28,54,TRUE,2052,0
"29384",29,31,TRUE,1152,6
"31409",31,30,TRUE,4056,7
"32392",32,36,TRUE,1378,7
"34384",34,32,TRUE,1288,7
"35384",35,3,TRUE,5700,9
"37379",37,36,TRUE,3115,8
"39363",39,19,TRUE,3750,8
"11456",1,7,TRUE,12,1
"3862",3,8,TRUE,44,1
"5385",5,10,TRUE,1400,9
"6385",6,7,TRUE,72,2
"8385",8,14,TRUE,132,2
"9385",9,7,TRUE,80,2
"11457",11,10,TRUE,90,3
"12398",12,10,FALSE,270,0
"13386",13,3,TRUE,40,3
"14385",14,10,TRUE,156,3
"15385",15,7,FALSE,1000,9
"16385",16,15,TRUE,350,4
"18385",18,16,TRUE,280,4
"19385",19,11,TRUE,208,4
"21385",21,10,TRUE,7000,5
"23385",23,9,TRUE,5775,5
"24385",24,15,TRUE,9100,5
"25385",25,14,FALSE,2450,9
"26385",26,10,FALSE,110,6
"27387",27,7,TRUE,176,6
"28394",28,18,FALSE,490,0
"29385",29,6,FALSE,144,6
"31410",31,11,TRUE,338,7
"32393",32,9,TRUE,338,7
"34385",34,16,TRUE,196,7
"35385",35,1,FALSE,2900,9
"37380",37,11,FALSE,280,8
"39364",39,10,TRUE,450,8
"11458",1,8,FALSE,64,1
"3863",3,4,FALSE,20,1
"5386",5,7,TRUE,300,9
"6386",6,9,TRUE,4400,2
"8386",8,8,TRUE,3390,2
"9386",9,6,TRUE,3000,2
"11459",11,8,TRUE,1580,3
"12399",12,8,TRUE,290,0
"13387",13,4,TRUE,2250,3
"14386",14,3,TRUE,912,3
"15386",15,4,TRUE,100,9
"16386",16,9,FALSE,732,4
"18386",18,5,FALSE,140,4
"19386",19,7,FALSE,160,4
"21386",21,5,TRUE,54,5
"23386",23,6,TRUE,1004,5
"24386",24,9,TRUE,2310,5
"25386",25,4,FALSE,100,9
"26386",26,5,FALSE,66,6
"27388",27,6,TRUE,44,6
"28395",28,9,TRUE,540,0
"29386",29,10,TRUE,48,6
"31411",31,6,TRUE,78,7
"32394",32,5,FALSE,52,7
"34386",34,7,FALSE,28,7
"35386",35,2,TRUE,400,9
"37381",37,11,TRUE,70,8
"39365",39,8,TRUE,0,8
"11460",1,2,FALSE,0,1
"3864",3,5,TRUE,248,1
"5387",5,6,TRUE,300,9
"6387",6,6,TRUE,1656,2
"8387",8,4,TRUE,1650,2
"9387",9,9,TRUE,4200,2
"11461",11,3,FALSE,100,3
"12400",12,7,FALSE,240,0
"13388",13,6,FALSE,210,3
"14387",14,5,FALSE,96,3
"15387",15,3,TRUE,0,9
"16387",16,5,TRUE,1034,4
"18387",18,7,TRUE,70,4
"19387",19,9,TRUE,1532,4
"21387",21,2,FALSE,36,5
"23387",23,5,FALSE,2118,5
"24387",24,8,TRUE,1820,5
"25387",25,6,TRUE,100,9
"26387",26,6,FALSE,88,6
"27389",27,7,FALSE,0,6
"28396",28,3,FALSE,440,0
"29387",29,5,FALSE,0,6
"31412",31,4,FALSE,130,7
"32395",32,2,FALSE,78,7
"34387",34,3,FALSE,56,7
"35387",35,5,TRUE,150,9
"37382",37,5,TRUE,280,8
"39366",39,5,TRUE,0,8
"11462",1,17,TRUE,42,1
"3865",3,3,TRUE,8,1
"5388",5,6,TRUE,600,9
"6388",6,12,TRUE,6050,2
"8388",8,11,TRUE,5500,2
"9388",9,12,TRUE,5416,2
"11463",11,18,FALSE,2810,3
"12401",12,11,TRUE,320,0
"13389",13,13,FALSE,3190,3
"14388",14,4,FALSE,540,3
"15388",15,9,TRUE,1200,9
"16388",16,13,TRUE,714,4
"18388",18,14,TRUE,252,4
"19388",19,13,TRUE,272,4
"21388",21,15,FALSE,378,5
"23388",23,11,FALSE,180,5
"24388",24,12,FALSE,360,5
"25388",25,7,TRUE,1100,9
"26388",26,11,FALSE,132,6
"27390",27,11,FALSE,22,6
"28397",28,9,TRUE,208,0
"29388",29,10,FALSE,96,6
"31413",31,6,TRUE,208,7
"32396",32,16,TRUE,104,7
"34388",34,6,FALSE,28,7
"35388",35,4,TRUE,850,9
"37383",37,8,TRUE,210,8
"39367",39,11,TRUE,1150,8
"11464",1,22,TRUE,82,1
"3866",3,33,TRUE,236,1
"5389",5,44,TRUE,8200,9
"6389",6,26,TRUE,750,2
"8389",8,43,TRUE,474,2
"9389",9,36,TRUE,520,2
"11465",11,156,FALSE,2160,3
"12402",12,83,FALSE,2470,0
"13390",13,29,FALSE,770,3
"14389",14,34,FALSE,852,3
"15389",15,42,TRUE,8200,9
"16389",16,49,FALSE,3066,4
"18389",18,53,FALSE,3528,4
"19389",19,50,FALSE,1536,4
"21389",21,49,TRUE,1440,5
"23389",23,45,TRUE,1368,5
"24389",24,59,TRUE,2000,5
"25389",25,50,TRUE,9800,9
"26389",26,38,FALSE,1804,6
"27391",27,48,FALSE,2134,6
"28398",28,74,FALSE,2800,0
"29389",29,41,FALSE,1824,6
"31414",31,36,TRUE,1664,7
"32397",32,40,TRUE,1612,7
"34389",34,53,TRUE,2016,7
"35389",35,7,TRUE,10400,9
"37384",37,47,FALSE,15850,8
"39368",39,44,FALSE,7250,8
"11466",1,23,FALSE,3292,1
"3867",3,29,FALSE,4516,1
"5390",5,28,TRUE,5000,9
"6390",6,39,FALSE,1086,2
"8390",8,33,FALSE,354,2
"9390",9,23,FALSE,320,2
"11467",11,32,FALSE,500,3
"12403",12,49,FALSE,2350,0
"13391",13,21,FALSE,310,3
"14390",14,32,FALSE,576,3
"15390",15,27,TRUE,5100,9
"16390",16,34,TRUE,840,4
"18390",18,37,TRUE,1040,4
"19390",19,34,TRUE,1444,4
"21390",21,29,TRUE,2232,5
"23390",23,29,TRUE,2430,5
"24390",24,55,TRUE,1600,5
"25390",25,41,TRUE,7700,9
"26390",26,33,TRUE,1254,6
"27392",27,30,TRUE,1210,6
"28399",28,36,FALSE,1648,0
"29390",29,33,TRUE,1416,6
"31415",31,40,TRUE,1196,7
"32398",32,22,TRUE,1794,7
"34390",34,33,TRUE,1512,7
"35390",35,15,TRUE,6200,9
"37385",37,33,FALSE,1400,8
"39369",39,38,FALSE,3400,8
"11468",1,3,FALSE,4,1
"3868",3,1,FALSE,0,1
"5391",5,5,FALSE,0,9
"6391",6,5,FALSE,12,2
"8391",8,4,FALSE,42,2
"9391",9,5,FALSE,40,2
"11469",11,6,FALSE,0,3
"12404",12,1,TRUE,136,0
"13392",13,2,FALSE,0,3
"14391",14,6,FALSE,0,3
"15391",15,7,FALSE,350,9
"16391",16,5,TRUE,4750,4
"18391",18,6,TRUE,2864,4
"19391",19,3,TRUE,3800,4
"21391",21,2,TRUE,18,5
"23391",23,4,TRUE,54,5
"24391",24,5,FALSE,0,5
"25391",25,2,FALSE,350,9
"26391",26,5,FALSE,44,6
"27393",27,2,TRUE,264,6
"28400",28,5,TRUE,0,0
"29391",29,3,FALSE,1258,6
"31416",31,4,FALSE,26,7
"32399",32,2,FALSE,0,7
"34391",34,3,FALSE,56,7
"35391",35,1,FALSE,0,9
"37386",37,4,FALSE,0,8
"39370",39,12,TRUE,50,8
"11470",1,7,TRUE,758,1
"3869",3,6,TRUE,1800,1
"5392",5,15,TRUE,700,9
"6392",6,7,FALSE,18,2
"8392",8,5,FALSE,6,2
"9392",9,4,FALSE,8,2
"11471",11,12,FALSE,1290,3
"12405",12,9,FALSE,460,0
"13393",13,8,TRUE,110,3
"14392",14,9,FALSE,2560,3
"15392",15,9,TRUE,250,9
"16392",16,8,TRUE,3378,4
"18392",18,6,TRUE,2750,4
"19392",19,10,TRUE,2496,4
"21392",21,10,TRUE,108,5
"23392",23,6,TRUE,72,5
"24392",24,18,TRUE,200,5
"25392",25,9,TRUE,1100,9
"26392",26,5,TRUE,44,6
"27394",27,7,TRUE,88,6
"28401",28,11,FALSE,570,0
"29392",29,5,TRUE,0,6
"31417",31,6,FALSE,182,7
"32400",32,10,TRUE,130,7
"34392",34,6,TRUE,196,7
"35392",35,4,TRUE,475,9
"37387",37,9,FALSE,70,8
"39371",39,8,FALSE,100,8
"11472",1,3,FALSE,500,1
"3870",3,8,FALSE,2124,1
"5393",5,8,TRUE,100,9
"6393",6,1,FALSE,0,2
"8393",8,7,FALSE,426,2
"9393",9,9,FALSE,1824,2
"11473",11,3,FALSE,20,3
"12406",12,3,FALSE,130,0
"13394",13,10,FALSE,140,3
"14393",14,3,FALSE,24,3
"15393",15,3,FALSE,0,9
"16393",16,5,FALSE,42,4
"18393",18,5,FALSE,200,4
"19393",19,3,TRUE,80,4
"21393",21,6,TRUE,2018,5
"23393",23,6,TRUE,2872,5
"24393",24,7,TRUE,3720,5
"25393",25,5,TRUE,100,9
"26393",26,2,FALSE,0,6
"27395",27,3,TRUE,0,6
"28402",28,9,TRUE,254,0
"29393",29,4,FALSE,72,6
"31418",31,4,FALSE,26,7
"32401",32,4,TRUE,26,7
"34393",34,4,FALSE,0,7
"35393",35,3,TRUE,100,9
"37388",37,6,FALSE,0,8
"39372",39,5,FALSE,0,8
"11474",1,6,FALSE,10,1
"3871",3,3,FALSE,0,1
"5394",5,5,TRUE,200,9
"6394",6,7,FALSE,192,2
"8394",8,6,FALSE,496,2
"9394",9,8,FALSE,324,2
"11475",11,7,TRUE,3750,3
"12407",12,7,TRUE,114,0
"13395",13,4,TRUE,2250,3
"14394",14,10,TRUE,7224,3
"15394",15,7,TRUE,75,9
"16394",16,5,FALSE,28,4
"18394",18,5,FALSE,0,4
"19394",19,10,FALSE,96,4
"21394",21,6,TRUE,18,5
"23394",23,2,FALSE,0,5
"24394",24,8,FALSE,60,5
"25394",25,4,FALSE,100,9
"26394",26,5,FALSE,22,6
"27396",27,8,FALSE,66,6
"28403",28,5,TRUE,220,0
"29394",29,6,TRUE,72,6
"31419",31,3,TRUE,3840,7
"32402",32,9,TRUE,1100,7
"34394",34,1,TRUE,1484,7
"35394",35,1,FALSE,0,9
"37389",37,11,FALSE,0,8
"39373",39,4,TRUE,200,8
"11476",1,2,TRUE,0,1
"3872",3,4,TRUE,12,1
"5395",5,4,TRUE,25,9
"6395",6,4,TRUE,1650,2
"8395",8,6,TRUE,2600,2
"9395",9,5,TRUE,1816,2
"11477",11,2,FALSE,0,3
"12408",12,2,FALSE,0,0
"13396",13,4,FALSE,0,3
"14395",14,7,FALSE,12,3
"15395",15,4,TRUE,50,9
"16395",16,5,FALSE,42,4
"18395",18,1,FALSE,14,4
"19395",19,5,FALSE,0,4
"21395",21,1,TRUE,4272,5
"23395",23,4,TRUE,1086,5
"24395",24,5,TRUE,1100,5
"25395",25,4,TRUE,150,9
"26395",26,5,FALSE,22,6
"27397",27,4,FALSE,110,6
"28404",28,1,TRUE,80,0
"29395",29,4,FALSE,0,6
"31420",31,5,FALSE,78,7
"32403",32,2,TRUE,0,7
"34395",34,1,FALSE,28,7
"35395",35,2,TRUE,0,9
"37390",37,5,FALSE,70,8
"39374",39,4,FALSE,500,8
"11478",1,12,TRUE,28,1
"3873",3,21,TRUE,120,1
"5396",5,19,TRUE,2150,9
"6396",6,13,TRUE,1208,2
"8396",8,18,TRUE,396,2
"9396",9,23,TRUE,556,2
"11479",11,20,TRUE,350,3
"12409",12,18,TRUE,874,0
"13397",13,15,TRUE,230,3
"14396",14,12,TRUE,180,3
"15396",15,20,TRUE,2500,9
"16396",16,24,FALSE,602,4
"18396",18,16,TRUE,508,4
"19396",19,25,FALSE,656,4
"21396",21,18,TRUE,9818,5
"23396",23,20,TRUE,9422,5
"24396",24,45,TRUE,7810,5
"25396",25,26,TRUE,3400,9
"26396",26,25,FALSE,2266,6
"27398",27,11,TRUE,902,6
"28405",28,22,TRUE,1320,0
"29396",29,15,TRUE,1152,6
"31421",31,18,FALSE,884,7
"32404",32,23,FALSE,598,7
"34396",34,18,TRUE,728,7
"35396",35,8,TRUE,2800,9
"37391",37,17,FALSE,1015,8
"39375",39,24,FALSE,1500,8
"11480",1,33,FALSE,116,1
"3874",3,28,FALSE,184,1
"5397",5,35,FALSE,6100,9
"6397",6,34,TRUE,8910,2
"8397",8,35,TRUE,8388,2
"9397",9,41,TRUE,12000,2
"11481",11,138,TRUE,1640,3
"12410",12,61,TRUE,2140,0
"13398",13,31,TRUE,580,3
"14397",14,35,TRUE,792,3
"15397",15,49,FALSE,8650,9
"16397",16,37,TRUE,980,4
"18397",18,45,TRUE,1204,4
"19397",19,36,TRUE,1104,4
"21397",21,43,FALSE,10286,5
"23397",23,51,FALSE,12500,5
"24397",24,57,FALSE,5380,5
"25397",25,38,FALSE,7200,9
"26397",26,55,TRUE,2244,6
"27399",27,38,TRUE,1408,6
"28406",28,74,TRUE,3450,0
"29397",29,32,TRUE,1440,6
"31422",31,41,TRUE,1430,7
"32405",32,52,TRUE,1950,7
"34397",34,33,TRUE,2464,7
"35397",35,6,FALSE,6200,9
"37392",37,34,FALSE,2730,8
"39376",39,44,FALSE,3000,8
"11482",1,22,TRUE,70,1
"3875",3,29,TRUE,308,1
"5398",5,45,TRUE,5050,9
"6398",6,30,FALSE,2950,2
"8398",8,25,FALSE,1180,2
"9398",9,28,FALSE,1080,2
"11483",11,107,FALSE,1080,3
"12411",12,31,FALSE,1930,0
"13399",13,43,FALSE,600,3
"14398",14,22,FALSE,456,3
"15398",15,36,TRUE,4250,9
"16398",16,41,FALSE,1064,4
"18398",18,30,FALSE,728,4
"19398",19,41,FALSE,1152,4
"21398",21,42,FALSE,8950,5
"23398",23,35,FALSE,3006,5
"24398",24,41,FALSE,4590,5
"25398",25,53,TRUE,5400,9
"26398",26,40,TRUE,2398,6
"27400",27,33,TRUE,1166,6
"28407",28,36,FALSE,2330,0
"29398",29,29,TRUE,1128,6
"31423",31,48,TRUE,2886,7
"32406",32,39,TRUE,2080,7
"34398",34,30,TRUE,1372,7
"35398",35,42,TRUE,5600,9
"37393",37,45,TRUE,2765,8
"39377",39,27,TRUE,3650,8
"11484",1,23,TRUE,1510,1
"3876",3,31,TRUE,3372,1
"5399",5,31,FALSE,5300,9
"6399",6,38,TRUE,18180,2
"8399",8,30,TRUE,15950,2
"9399",9,27,TRUE,13848,2
"11485",11,41,TRUE,840,3
"12412",12,37,FALSE,2150,0
"13400",13,18,TRUE,300,3
"14399",14,34,TRUE,720,3
"15399",15,34,FALSE,6600,9
"16399",16,37,FALSE,1022,4
"18399",18,47,FALSE,1036,4
"19399",19,38,FALSE,960,4
"21399",21,32,TRUE,792,5
"23399",23,30,TRUE,810,5
"24399",24,46,TRUE,1160,5
"25399",25,31,FALSE,5600,9
"26399",26,44,FALSE,3718,6
"27401",27,38,FALSE,3454,6
"28408",28,38,FALSE,2520,0
"29399",29,31,FALSE,3120,6
"31424",31,36,TRUE,988,7
"32407",32,30,TRUE,1378,7
"34399",34,36,TRUE,896,7
"35399",35,8,FALSE,6500,9
"37394",37,38,FALSE,9280,8
"39378",39,43,FALSE,5700,8
"11486",1,32,FALSE,186,1
"3877",3,27,FALSE,284,1
"5400",5,36,TRUE,5200,9
"6400",6,20,FALSE,7206,2
"8400",8,24,FALSE,6210,2
"9400",9,38,FALSE,10808,2
"11487",11,30,TRUE,480,3
"12413",12,21,FALSE,1112,0
"13401",13,26,TRUE,430,3
"14400",14,27,TRUE,564,3
"15400",15,53,TRUE,8800,9
"16400",16,35,FALSE,952,4
"18400",18,26,FALSE,700,4
"19400",19,46,FALSE,1232,4
"21400",21,35,TRUE,1134,5
"23400",23,38,TRUE,1242,5
"24400",24,34,TRUE,1160,5
"25400",25,32,TRUE,5200,9
"26400",26,32,FALSE,1254,6
"27402",27,21,FALSE,792,6
"28409",28,41,FALSE,2690,0
"29400",29,41,FALSE,1800,6
"31425",31,28,FALSE,1430,7
"32408",32,33,FALSE,1066,7
"34400",34,29,FALSE,1232,7
"35400",35,8,TRUE,5400,9
