"","Var1","Freq","winning.prop","prop.order$money.made","prop.order$group"
"262801",26,9,FALSE,0,6
"272820",27,9,TRUE,132,6
"282934",28,4,TRUE,0,0
"292793",29,6,TRUE,24,6
"313039",31,6,TRUE,78,7
"322870",32,10,TRUE,52,7
"342791",34,4,FALSE,0,7
"352784",35,8,TRUE,225,9
"372761",37,8,TRUE,6070,8
"392581",39,8,TRUE,0,8
"110308",1,10,TRUE,2030,1
"36671",3,6,TRUE,782,1
"52794",5,4,TRUE,150,9
"62794",6,8,TRUE,1518,2
"82794",8,6,TRUE,556,2
"92794",9,4,TRUE,608,2
"113137",11,6,TRUE,790,3
"122922",12,4,FALSE,180,0
"132809",13,7,TRUE,3060,3
"142794",14,5,TRUE,1660,3
"152794",15,10,TRUE,650,9
"162794",16,9,TRUE,70,4
"182794",18,5,TRUE,14,4
"192794",19,3,FALSE,0,4
"212794",21,9,FALSE,126,5
"232794",23,8,FALSE,1122,5
"242794",24,4,FALSE,750,5
"252796",25,8,FALSE,250,9
"262802",26,11,TRUE,198,6
"272821",27,8,FALSE,88,6
"282935",28,7,FALSE,96,0
"292794",29,4,FALSE,0,6
"313040",31,11,FALSE,0,7
"322871",32,6,TRUE,208,7
"342792",34,4,TRUE,56,7
"352785",35,2,TRUE,0,9
"372762",37,2,TRUE,3070,8
"392582",39,7,TRUE,250,8
"110309",1,34,TRUE,330,1
"36672",3,29,TRUE,500,1
"52795",5,58,TRUE,8600,9
"62795",6,30,FALSE,2274,2
"82795",8,34,FALSE,2970,2
"92795",9,50,FALSE,1928,2
"113138",11,60,TRUE,830,3
"122923",12,38,TRUE,1898,0
"132810",13,36,TRUE,650,3
"142795",14,33,TRUE,768,3
"152795",15,45,TRUE,8400,9
"162795",16,37,TRUE,952,4
"182795",18,43,TRUE,1078,4
"192795",19,49,TRUE,1456,4
"212795",21,45,TRUE,1476,5
"232795",23,40,TRUE,1350,5
"242795",24,76,TRUE,2280,5
"252797",25,41,TRUE,7800,9
"262803",26,39,TRUE,1518,6
"272822",27,40,TRUE,1364,6
"282936",28,53,TRUE,2754,0
"292795",29,28,TRUE,1008,6
"313041",31,40,TRUE,2392,7
"322872",32,47,TRUE,1846,7
"342793",34,35,TRUE,2044,7
"352786",35,10,TRUE,6600,9
"372763",37,36,FALSE,1820,8
"392583",39,39,FALSE,3100,8
"110310",1,2,FALSE,0,1
"36673",3,5,FALSE,16,1
"52796",5,5,FALSE,325,9
"62796",6,5,TRUE,2200,2
"82796",8,5,TRUE,1112,2
"92796",9,7,TRUE,3016,2
"113139",11,4,FALSE,10,3
"122924",12,4,TRUE,80,0
"132811",13,4,FALSE,20,3
"142796",14,3,FALSE,0,3
"152796",15,6,TRUE,300,9
"162796",16,5,TRUE,14,4
"182796",18,5,FALSE,56,4
"192796",19,1,FALSE,0,4
"212796",21,5,FALSE,18,5
"232796",23,6,FALSE,18,5
"242796",24,3,FALSE,0,5
"252798",25,2,FALSE,100,9
"262804",26,6,TRUE,66,6
"272823",27,4,TRUE,0,6
"282937",28,3,TRUE,78,0
"292796",29,4,TRUE,24,6
"313042",31,6,TRUE,26,7
"322873",32,5,TRUE,78,7
"342794",34,2,FALSE,0,7
"352787",35,1,TRUE,0,9
"372764",37,4,TRUE,3000,8
"392584",39,4,TRUE,150,8
"110311",1,30,FALSE,140,1
"36674",3,21,FALSE,200,1
"52797",5,35,FALSE,5700,9
"62797",6,28,TRUE,252,2
"82797",8,23,TRUE,222,2
"92797",9,28,TRUE,328,2
"113140",11,44,TRUE,17365,3
"122925",12,38,TRUE,2070,0
"132812",13,33,TRUE,16460,3
"142797",14,34,TRUE,15740,3
"152797",15,28,FALSE,4700,9
"162797",16,32,FALSE,728,4
"182797",18,37,FALSE,854,4
"192797",19,38,FALSE,912,4
"212797",21,30,TRUE,2430,5
"232797",23,41,TRUE,1440,5
"242797",24,52,TRUE,1680,5
"252799",25,31,FALSE,5800,9
"262805",26,26,FALSE,924,6
"272824",27,29,FALSE,1166,6
"282938",28,33,TRUE,1600,0
"292797",29,21,FALSE,888,6
"313043",31,29,FALSE,1586,7
"322874",32,31,FALSE,1014,7
"342795",34,29,FALSE,1400,7
"352788",35,7,FALSE,4500,9
"372765",37,23,TRUE,1890,8
"392585",39,28,TRUE,2100,8
"110312",1,3,FALSE,2,1
"36675",3,5,TRUE,20,1
"52798",5,7,FALSE,475,9
"62798",6,5,TRUE,1656,2
"82798",8,8,TRUE,3570,2
"92798",9,10,TRUE,5400,2
"113141",11,11,TRUE,2020,3
"122926",12,7,FALSE,330,0
"132813",13,9,TRUE,1115,3
"142798",14,12,TRUE,1532,3
"152798",15,11,FALSE,1175,9
"162798",16,9,FALSE,456,4
"182798",18,7,FALSE,256,4
"192798",19,17,FALSE,364,4
"212798",21,9,TRUE,108,5
"232798",23,9,TRUE,270,5
"242798",24,14,TRUE,440,5
"252800",25,10,FALSE,1150,9
"262806",26,8,TRUE,44,6
"272825",27,5,FALSE,0,6
"282939",28,8,FALSE,346,0
"292798",29,7,FALSE,48,6
"313044",31,10,TRUE,130,7
"322875",32,7,TRUE,182,7
"342796",34,7,TRUE,140,7
"352789",35,8,TRUE,425,9
"372766",37,4,FALSE,4500,8
"392586",39,21,FALSE,2000,8
"110313",1,6,TRUE,1002,1
"36676",3,4,TRUE,900,1
"52799",5,23,TRUE,3000,9
"62799",6,5,TRUE,6,2
"82799",8,4,FALSE,6,2
"92799",9,6,FALSE,24,2
"113142",11,9,FALSE,50,3
"122927",12,4,FALSE,170,0
"132814",13,8,TRUE,60,3
"142799",14,3,FALSE,0,3
"152799",15,5,TRUE,800,9
"162799",16,11,FALSE,242,4
"182799",18,4,FALSE,42,4
"192799",19,3,FALSE,236,4
"212799",21,4,TRUE,2625,5
"232799",23,8,TRUE,2836,5
"242799",24,9,TRUE,790,5
"252801",25,7,TRUE,1200,9
"262807",26,3,FALSE,44,6
"272826",27,5,TRUE,22,6
"282940",28,7,FALSE,210,0
"292799",29,4,FALSE,24,6
"313045",31,2,TRUE,104,7
"322876",32,4,TRUE,0,7
"342797",34,5,TRUE,56,7
"352790",35,6,TRUE,800,9
"372767",37,4,FALSE,70,8
"392587",39,1,FALSE,0,8
"110314",1,2,TRUE,0,1
"36677",3,1,FALSE,0,1
"52800",5,4,FALSE,75,9
"62800",6,6,TRUE,42,2
"82800",8,5,TRUE,0,2
"92800",9,5,TRUE,24,2
"113143",11,6,TRUE,40,3
"122928",12,5,TRUE,300,0
"132815",13,3,TRUE,1835,3
"142800",14,3,TRUE,1800,3
"152800",15,5,FALSE,0,9
"162800",16,2,FALSE,2250,4
"182800",18,9,FALSE,1756,4
"192800",19,1,FALSE,3832,4
"212800",21,4,TRUE,0,5
"232800",23,11,TRUE,72,5
"242800",24,5,TRUE,1305,5
"252802",25,3,FALSE,275,9
"262808",26,3,FALSE,0,6
"272827",27,7,TRUE,22,6
"282941",28,1,TRUE,318,0
"292800",29,8,FALSE,0,6
"313046",31,3,TRUE,104,7
"322877",32,6,FALSE,0,7
"342798",34,2,TRUE,56,7
"352791",35,4,FALSE,50,9
"372768",37,6,FALSE,0,8
"2811071",39,0,TRUE,600,8
"110315",1,3,TRUE,500,1
"36678",3,4,TRUE,908,1
"52801",5,12,TRUE,275,9
"62801",6,3,FALSE,12,2
"82801",8,3,FALSE,12,2
"92801",9,9,TRUE,40,2
"113144",11,7,FALSE,20,3
"122929",12,4,TRUE,138,0
"132816",13,2,TRUE,0,3
"142801",14,7,TRUE,156,3
"152801",15,2,FALSE,0,9
"162801",16,6,TRUE,200,4
"182801",18,5,TRUE,14,4
"192801",19,7,FALSE,48,4
"212801",21,6,TRUE,4450,5
"232801",23,7,TRUE,4326,5
"242801",24,6,TRUE,2400,5
"252803",25,3,FALSE,0,9
"262809",26,4,FALSE,22,6
"272828",27,4,FALSE,0,6
"282942",28,9,TRUE,360,0
"292801",29,7,TRUE,96,6
"313047",31,3,FALSE,0,7
"322878",32,1,FALSE,0,7
"342799",34,4,FALSE,0,7
"352792",35,3,TRUE,50,9
"372769",37,5,TRUE,140,8
"392588",39,5,TRUE,50,8
"110316",1,5,FALSE,750,1
"36679",3,4,FALSE,630,1
"52802",5,4,FALSE,200,9
"62802",6,6,FALSE,12,2
"82802",8,5,FALSE,12,2
"92802",9,6,FALSE,16,2
"113145",11,7,TRUE,2710,3
"122930",12,8,TRUE,68,0
"132817",13,6,TRUE,960,3
"142802",14,5,TRUE,240,3
"152802",15,6,TRUE,150,9
"162802",16,5,TRUE,14,4
"182802",18,4,FALSE,28,4
"192802",19,7,TRUE,16,4
"212802",21,9,TRUE,90,5
"232802",23,5,TRUE,36,5
"242802",24,7,FALSE,80,5
"252804",25,6,FALSE,350,9
"262810",26,4,FALSE,550,6
"272829",27,8,FALSE,814,6
"282943",28,4,TRUE,0,0
"292802",29,7,FALSE,528,6
"313048",31,5,TRUE,104,7
"322879",32,5,FALSE,104,7
"342800",34,5,TRUE,56,7
"352793",35,1,FALSE,250,9
"372770",37,6,FALSE,105,8
"392589",39,6,TRUE,100,8
"110317",1,3,FALSE,12,1
"36680",3,2,FALSE,0,1
"52803",5,11,FALSE,500,9
"62803",6,5,TRUE,36,2
"82803",8,3,FALSE,30,2
"92803",9,5,TRUE,48,2
"113146",11,2,FALSE,0,3
"122931",12,5,FALSE,44,0
"132818",13,8,FALSE,40,3
"142803",14,3,FALSE,0,3
"152803",15,8,FALSE,250,9
"162803",16,6,TRUE,4550,4
"182803",18,3,TRUE,1150,4
"192803",19,3,TRUE,1220,4
"212803",21,6,TRUE,72,5
"232803",23,3,FALSE,0,5
"242803",24,7,TRUE,40,5
"252805",25,3,FALSE,0,9
"262811",26,5,TRUE,22,6
"272830",27,6,TRUE,44,6
"282944",28,2,FALSE,0,0
"292803",29,4,TRUE,24,6
"313049",31,6,TRUE,78,7
"322880",32,5,TRUE,52,7
"342801",34,2,FALSE,0,7
"352794",35,5,FALSE,0,9
"372771",37,6,FALSE,1600,8
"392590",39,14,FALSE,2800,8
"110318",1,10,FALSE,2000,1
"36681",3,8,FALSE,2708,1
"52804",5,10,FALSE,400,9
"62804",6,5,TRUE,1120,2
"82804",8,7,TRUE,198,2
"92804",9,7,TRUE,32,2
"113147",11,6,TRUE,50,3
"122932",12,12,FALSE,620,0
"132819",13,5,FALSE,40,3
"142804",14,13,TRUE,144,3
"152804",15,8,FALSE,225,9
"162804",16,9,FALSE,592,4
"182804",18,10,FALSE,126,4
"192804",19,7,FALSE,868,4
"212804",21,8,FALSE,72,5
"232804",23,12,TRUE,162,5
"242804",24,18,FALSE,60,5
"252806",25,7,FALSE,300,9
"262812",26,11,TRUE,88,6
"272831",27,9,FALSE,110,6
"282945",28,14,FALSE,250,0
"292804",29,2,FALSE,0,6
"313050",31,11,TRUE,4994,7
"322881",32,4,TRUE,5256,7
"342802",34,6,TRUE,6200,7
"352795",35,2,FALSE,200,9
"372772",37,5,TRUE,245,8
"392591",39,5,TRUE,150,8
"110319",1,13,FALSE,108,1
"36682",3,15,TRUE,92,1
"52805",5,20,FALSE,3200,9
"62805",6,12,TRUE,6050,2
"82805",8,15,TRUE,7700,2
"92805",9,17,TRUE,9600,2
"113148",11,15,TRUE,410,3
"122933",12,14,FALSE,560,0
"132820",13,11,TRUE,270,3
"142805",14,18,TRUE,324,3
"152805",15,14,FALSE,2600,9
"162805",16,28,TRUE,1470,4
"182805",18,21,TRUE,518,4
"192805",19,19,TRUE,512,4
"212805",21,18,TRUE,3074,5
"232805",23,17,TRUE,1760,5
"242805",24,32,TRUE,2200,5
"252807",25,12,FALSE,1800,9
"262813",26,12,TRUE,572,6
"272832",27,19,TRUE,704,6
"282946",28,19,FALSE,912,0
"292805",29,16,TRUE,624,6
"313051",31,18,TRUE,364,7
"322882",32,17,FALSE,754,7
"342803",34,22,TRUE,560,7
"352796",35,10,FALSE,3775,9
"372773",37,9,TRUE,175,8
"392592",39,16,TRUE,1200,8
"110320",1,2,FALSE,250,1
"36683",3,7,TRUE,466,1
"52806",5,8,FALSE,25,9
"62806",6,3,FALSE,0,2
"82806",8,8,TRUE,24,2
"92806",9,4,TRUE,16,2
"113149",11,8,TRUE,30,3
"122934",12,5,TRUE,116,0
"132821",13,4,FALSE,0,3
"142806",14,7,TRUE,0,3
"152806",15,5,FALSE,125,9
"162806",16,7,TRUE,3050,4
"182806",18,6,TRUE,4550,4
"192806",19,5,TRUE,4800,4
"212806",21,2,FALSE,54,5
"232806",23,5,TRUE,18,5
"242806",24,6,TRUE,0,5
"252808",25,4,TRUE,200,9
"262814",26,4,FALSE,0,6
"272833",27,5,FALSE,22,6
"282947",28,1,TRUE,106,0
"292806",29,9,FALSE,0,6
"313052",31,7,TRUE,182,7
"322883",32,2,TRUE,0,7
"342804",34,3,FALSE,0,7
"352797",35,5,FALSE,0,9
"372774",37,5,TRUE,0,8
"392593",39,9,FALSE,50,8
"110321",1,5,TRUE,504,1
"36684",3,5,TRUE,1350,1
"52807",5,6,FALSE,150,9
"62807",6,2,FALSE,0,2
"82807",8,4,TRUE,6,2
"92807",9,4,FALSE,16,2
"113150",11,10,FALSE,50,3
"122935",12,4,FALSE,20,0
"132822",13,3,FALSE,0,3
"142807",14,5,FALSE,36,3
"152807",15,7,FALSE,200,9
"162807",16,1,FALSE,0,4
"182807",18,4,FALSE,28,4
"192807",19,7,FALSE,80,4
"212807",21,7,TRUE,108,5
"232807",23,6,TRUE,90,5
"242807",24,3,FALSE,0,5
"252809",25,3,FALSE,0,9
"262815",26,6,TRUE,2344,6
"272834",27,5,TRUE,3450,6
"282948",28,5,FALSE,240,0
"292807",29,5,TRUE,1272,6
"313053",31,5,FALSE,0,7
"322884",32,2,FALSE,52,7
"342805",34,8,TRUE,0,7
"352798",35,3,TRUE,150,9
"372775",37,4,FALSE,0,8
"392594",39,6,FALSE,0,8
"110322",1,3,TRUE,2,1
"36685",3,1,FALSE,0,1
"52808",5,15,TRUE,800,9
"62808",6,4,FALSE,18,2
"82808",8,3,FALSE,18,2
"92808",9,4,FALSE,48,2
"113151",11,6,FALSE,90,3
"122936",12,6,TRUE,174,0
"132823",13,5,FALSE,80,3
"142808",14,4,FALSE,48,3
"152808",15,4,FALSE,250,9
"162808",16,4,FALSE,834,4
"182808",18,5,FALSE,670,4
"192808",19,4,FALSE,1216,4
"212808",21,5,TRUE,0,5
"232808",23,5,TRUE,1068,5
"242808",24,7,TRUE,60,5
"252810",25,6,FALSE,400,9
"262816",26,4,TRUE,22,6
"272835",27,5,TRUE,0,6
"282949",28,6,FALSE,310,0
"292808",29,3,FALSE,0,6
"313054",31,6,FALSE,26,7
"322885",32,2,FALSE,26,7
"342806",34,4,FALSE,0,7
"352799",35,1,TRUE,400,9
"372776",37,1,TRUE,4535,8
"392595",39,6,TRUE,5400,8
"110323",1,2,TRUE,250,1
"36686",3,6,TRUE,2250,1
"52809",5,10,TRUE,700,9
"62809",6,5,FALSE,1656,2
"82809",8,8,FALSE,2308,2
"92809",9,5,FALSE,1240,2
"113152",11,2,TRUE,20,3
"122937",12,4,FALSE,20,0
"132824",13,4,TRUE,40,3
"142809",14,5,TRUE,60,3
"152809",15,4,TRUE,25,9
"162809",16,7,TRUE,42,4
"182809",18,7,TRUE,56,4
"192809",19,4,TRUE,0,4
"212809",21,4,TRUE,911,5
"232809",23,5,TRUE,1472,5
"242809",24,8,TRUE,790,5
"252811",25,5,TRUE,850,9
"262817",26,4,TRUE,66,6
"272836",27,1,TRUE,66,6
"282950",28,8,FALSE,0,0
"292809",29,3,TRUE,96,6
"313055",31,3,FALSE,0,7
"322886",32,4,TRUE,78,7
"342807",34,1,FALSE,0,7
"352800",35,7,TRUE,625,9
"372777",37,3,FALSE,1815,8
"392596",39,8,FALSE,0,8
"110324",1,19,FALSE,126,1
"36687",3,36,FALSE,264,1
"52810",5,30,TRUE,5300,9
"62810",6,25,FALSE,384,2
"82810",8,36,FALSE,654,2
"92810",9,26,FALSE,696,2
"113153",11,117,TRUE,10370,3
"122938",12,49,FALSE,1512,0
"132825",13,29,TRUE,4200,3
"142810",14,34,TRUE,4080,3
"152810",15,34,TRUE,6250,9
"162810",16,28,FALSE,1372,4
"182810",18,54,FALSE,1456,4
"192810",19,40,FALSE,1200,4
"212810",21,43,TRUE,1206,5
"232810",23,38,TRUE,1062,5
"242810",24,35,TRUE,1180,5
"252812",25,39,TRUE,7600,9
"262818",26,31,TRUE,3014,6
"272837",27,38,TRUE,1496,6
"282951",28,51,FALSE,2130,0
"292810",29,33,TRUE,1488,6
"313056",31,31,FALSE,1820,7
"322887",32,45,FALSE,1508,7
"342808",34,40,FALSE,1372,7
"352801",35,30,TRUE,7700,9
"372778",37,31,TRUE,3570,8
"392597",39,50,TRUE,2800,8
"110325",1,1,TRUE,0,1
"36688",3,2,FALSE,0,1
"52811",5,3,TRUE,0,9
"62811",6,4,FALSE,0,2
"82811",8,6,FALSE,12,2
"92811",9,4,FALSE,8,2
"113154",11,6,TRUE,3000,3
"122939",12,4,TRUE,0,0
"132826",13,7,TRUE,3675,3
"142811",14,4,TRUE,2300,3
"152811",15,6,TRUE,200,9
"162811",16,4,FALSE,0,4
"182811",18,6,FALSE,28,4
"192811",19,6,FALSE,32,4
"212811",21,6,TRUE,1001,5
"232811",23,6,FALSE,90,5
"242811",24,6,FALSE,440,5
"252813",25,1,FALSE,225,9
"262819",26,8,FALSE,0,6
"272838",27,4,TRUE,88,6
"282952",28,10,TRUE,80,0
"292811",29,4,FALSE,0,6
"313057",31,3,TRUE,182,7
"322888",32,2,FALSE,0,7
"342809",34,4,TRUE,28,7
"352802",35,8,FALSE,25,9
"372779",37,1,TRUE,35,8
"2811072",39,0,TRUE,2250,8
"110326",1,37,TRUE,668,1
"36689",3,37,TRUE,1666,1
"52812",5,42,FALSE,6300,9
"62812",6,35,TRUE,18156,2
"82812",8,45,TRUE,24200,2
"92812",9,36,TRUE,18632,2
"113155",11,41,TRUE,710,3
"122940",12,30,FALSE,1840,0
"132827",13,30,TRUE,540,3
"142812",14,39,TRUE,864,3
"152812",15,37,FALSE,6325,9
"162812",16,40,FALSE,19292,4
"182812",18,37,FALSE,6992,4
"192812",19,42,FALSE,9020,4
"212812",21,32,FALSE,1296,5
"232812",23,54,FALSE,1764,5
"242812",24,90,FALSE,2340,5
"252814",25,30,FALSE,5200,9
"262820",26,38,TRUE,2002,6
"272839",27,39,TRUE,1540,6
"282953",28,40,FALSE,2376,0
"292812",29,41,TRUE,4488,6
"313058",31,42,FALSE,2158,7
"322889",32,31,FALSE,1820,7
"342810",34,33,FALSE,1960,7
"352803",35,23,FALSE,5800,9
"372780",37,34,TRUE,2380,8
"392598",39,46,TRUE,2700,8
"110327",1,5,FALSE,504,1
"36690",3,6,FALSE,1808,1
"52813",5,10,TRUE,225,9
"62813",6,6,TRUE,2750,2
"82813",8,3,TRUE,1100,2
"92813",9,5,TRUE,2400,2
"113156",11,5,FALSE,0,3
"122941",12,4,FALSE,200,0
"132828",13,5,TRUE,20,3
"142813",14,11,TRUE,96,3
"152813",15,6,TRUE,100,9
"162813",16,2,FALSE,0,4
"182813",18,1,FALSE,0,4
"192813",19,11,TRUE,48,4
"212813",21,7,FALSE,54,5
"232813",23,5,FALSE,18,5
"242813",24,2,TRUE,0,5
"252815",25,9,TRUE,200,9
"262821",26,7,TRUE,1304,6
"272840",27,6,TRUE,66,6
"282954",28,5,FALSE,220,0
"292813",29,6,TRUE,24,6
"313059",31,5,TRUE,52,7
"322890",32,2,TRUE,78,7
"342811",34,1,FALSE,0,7
"352804",35,3,FALSE,0,9
"372781",37,7,FALSE,1100,8
"392599",39,6,TRUE,1400,8
"110328",1,3,FALSE,250,1
"36691",3,5,FALSE,458,1
"52814",5,7,FALSE,50,9
"62814",6,1,TRUE,0,2
"82814",8,7,TRUE,574,2
"92814",9,5,TRUE,908,2
"113157",11,5,TRUE,2250,3
"122942",12,3,TRUE,0,0
"132829",13,9,TRUE,4520,3
"142814",14,5,TRUE,2300,3
"152814",15,5,FALSE,200,9
"162814",16,2,FALSE,14,4
"182814",18,7,TRUE,42,4
"192814",19,4,FALSE,0,4
"212814",21,3,FALSE,0,5
"232814",23,4,TRUE,0,5
"242814",24,6,FALSE,60,5
"252816",25,6,FALSE,50,9
"262822",26,9,FALSE,0,6
"272841",27,5,FALSE,154,6
"282955",28,5,TRUE,32,0
"292814",29,3,FALSE,96,6
"313060",31,6,FALSE,0,7
"322891",32,2,FALSE,0,7
"342812",34,3,FALSE,0,7
"352805",35,3,FALSE,0,9
"372782",37,4,TRUE,500,8
"392600",39,3,TRUE,100,8
"110329",1,3,TRUE,6,1
"36692",3,2,TRUE,0,1
"52815",5,9,FALSE,850,9
"62815",6,8,FALSE,66,2
"82815",8,5,FALSE,18,2
"92815",9,7,FALSE,48,2
"113158",11,10,TRUE,60,3
"122943",12,7,TRUE,44,0
"132830",13,2,TRUE,0,3
"142815",14,9,TRUE,96,3
"152815",15,7,FALSE,550,9
"162815",16,6,FALSE,2190,4
"182815",18,9,FALSE,5200,4
"192815",19,14,TRUE,5620,4
"212815",21,11,TRUE,270,5
"232815",23,6,TRUE,90,5
"242815",24,7,TRUE,160,5
"252817",25,9,FALSE,1000,9
"262823",26,14,TRUE,9424,6
"272842",27,7,TRUE,4110,6
"282956",28,3,TRUE,60,0
"292815",29,8,TRUE,3318,6
"313061",31,8,TRUE,208,7
"322892",32,3,TRUE,182,7
"342813",34,5,TRUE,392,7
"352806",35,3,FALSE,500,9
"372783",37,4,TRUE,140,8
"392601",39,11,TRUE,150,8
"110330",1,8,TRUE,1000,1
"36693",3,2,FALSE,0,1
"52816",5,10,FALSE,1200,9
"62816",6,10,TRUE,96,2
"82816",8,10,TRUE,168,2
"92816",9,7,TRUE,56,2
"113159",11,7,TRUE,40,3
"122944",12,11,TRUE,120,0
"132831",13,6,FALSE,50,3
"142816",14,7,FALSE,72,3
"152816",15,10,FALSE,1400,9
"162816",16,10,TRUE,298,4
"182816",18,9,TRUE,98,4
"192816",19,20,TRUE,320,4
"212816",21,10,TRUE,6318,5
"232816",23,9,TRUE,5250,5
"242816",24,7,TRUE,3750,5
"252818",25,11,FALSE,1550,9
"262824",26,10,TRUE,132,6
"272843",27,8,TRUE,418,6
"282957",28,9,TRUE,136,0
"292816",29,9,TRUE,336,6
"313062",31,7,TRUE,0,7
"322893",32,9,FALSE,52,7
"342814",34,8,FALSE,28,7
"352807",35,7,FALSE,750,9
"372784",37,7,TRUE,280,8
"392602",39,9,FALSE,350,8
"110331",1,46,TRUE,1294,1
"36694",3,40,TRUE,2340,1
"52817",5,28,TRUE,5400,9
"62817",6,45,TRUE,1536,2
"82817",8,43,TRUE,2802,2
"92817",9,34,TRUE,1184,2
"113160",11,158,TRUE,1950,3
"122945",12,40,TRUE,2580,0
"132832",13,52,TRUE,930,3
"142817",14,56,TRUE,1200,3
"152817",15,40,TRUE,7500,9
"162817",16,47,TRUE,1078,4
"182817",18,58,TRUE,1484,4
"192817",19,54,TRUE,1520,4
"212817",21,56,FALSE,13518,5
"232817",23,61,FALSE,5400,5
"242817",24,56,FALSE,5320,5
"252819",25,56,TRUE,10600,9
"262825",26,39,FALSE,1518,6
"272844",27,50,FALSE,1804,6
"282958",28,44,TRUE,2820,0
"292817",29,55,FALSE,2160,6
"313063",31,51,FALSE,3302,7
"322894",32,35,FALSE,2340,7
"342815",34,48,FALSE,2240,7
"352808",35,24,TRUE,9200,9
"372785",37,37,FALSE,2870,8
"392603",39,41,FALSE,4000,8
"110332",1,30,TRUE,7004,1
"36695",3,36,TRUE,14878,1
"52818",5,98,FALSE,11400,9
"62818",6,24,FALSE,930,2
"82818",8,27,FALSE,666,2
"92818",9,38,FALSE,912,2
"113161",11,73,TRUE,2200,3
"122946",12,21,TRUE,1260,0
"132833",13,42,TRUE,730,3
"142818",14,35,TRUE,756,3
"152818",15,38,FALSE,7025,9
"162818",16,49,TRUE,7946,4
"182818",18,59,TRUE,10596,4
"192818",19,33,TRUE,5448,4
"212818",21,43,TRUE,2052,5
"232818",23,38,TRUE,1080,5
"242818",24,66,TRUE,1800,5
"252820",25,38,FALSE,6700,9
"262826",26,32,TRUE,1364,6
"272845",27,29,TRUE,1012,6
"282959",28,34,TRUE,1850,0
"292818",29,37,TRUE,1440,6
"313064",31,33,TRUE,2158,7
"322895",32,42,TRUE,1222,7
"342816",34,41,TRUE,1176,7
"352809",35,3,FALSE,7500,9
"372786",37,29,FALSE,2765,8
"392604",39,31,FALSE,2500,8
"110333",1,10,TRUE,18,1
"36696",3,4,TRUE,450,1
"52819",5,9,TRUE,400,9
"62819",6,8,TRUE,3240,2
"82819",8,14,TRUE,7150,2
"92819",9,10,TRUE,4508,2
"113162",11,5,TRUE,20,3
"122947",12,12,FALSE,286,0
"132834",13,13,TRUE,120,3
"142819",14,6,FALSE,24,3
"152819",15,6,TRUE,350,9
"162819",16,8,TRUE,84,4
"182819",18,5,TRUE,70,4
"192819",19,11,TRUE,112,4
"212819",21,11,TRUE,234,5
"232819",23,7,TRUE,216,5
"242819",24,14,TRUE,300,5
"252821",25,9,TRUE,350,9
"262827",26,9,FALSE,110,6
"272846",27,7,FALSE,198,6
"282960",28,5,FALSE,250,0
"292819",29,11,FALSE,96,6
"313065",31,9,TRUE,234,7
"322896",32,5,TRUE,0,7
"342817",34,7,TRUE,168,7
"352810",35,5,TRUE,400,9
"372787",37,10,TRUE,0,8
"392605",39,10,TRUE,300,8
"110334",1,6,FALSE,1002,1
"36697",3,11,FALSE,3600,1
"52820",5,6,TRUE,1450,9
"62820",6,3,FALSE,54,2
"82820",8,7,TRUE,120,2
"92820",9,8,FALSE,64,2
"113163",11,8,TRUE,50,3
"122948",12,9,TRUE,328,0
"132835",13,9,TRUE,110,3
"142820",14,7,TRUE,144,3
"152820",15,9,TRUE,1200,9
"162820",16,4,TRUE,196,4
"182820",18,14,TRUE,294,4
"192820",19,11,TRUE,272,4
"212820",21,4,TRUE,2154,5
"232820",23,17,TRUE,3500,5
"242820",24,12,TRUE,2260,5
"252822",25,6,TRUE,1800,9
"262828",26,14,TRUE,242,6
"272847",27,6,TRUE,396,6
"282961",28,6,TRUE,260,0
"292820",29,17,TRUE,144,6
"313066",31,7,TRUE,390,7
"322897",32,6,TRUE,234,7
"342818",34,1,TRUE,56,7
"352811",35,10,TRUE,1000,9
"372788",37,14,TRUE,735,8
"392606",39,16,TRUE,750,8
"110335",1,7,TRUE,1500,1
"36698",3,11,TRUE,4500,1
"52821",5,10,FALSE,225,9
"62821",6,12,TRUE,3282,2
"82821",8,3,FALSE,12,2
"92821",9,7,FALSE,1600,2
"113164",11,11,TRUE,1550,3
"122949",12,10,TRUE,250,0
"132836",13,10,TRUE,3345,3
"142821",14,15,TRUE,4536,3
"152821",15,11,FALSE,375,9
"162821",16,4,FALSE,0,4
"182821",18,8,FALSE,42,4
"192821",19,9,TRUE,64,4
"212821",21,14,TRUE,4923,5
"232821",23,8,FALSE,772,5
"242821",24,8,FALSE,1005,5
"252823",25,7,FALSE,50,9
"262829",26,9,TRUE,1590,6
"272848",27,11,TRUE,1282,6
"282962",28,9,TRUE,240,0
"292821",29,7,TRUE,120,6
"313067",31,7,TRUE,78,7
"322898",32,14,TRUE,104,7
"342819",34,4,FALSE,56,7
"352812",35,3,FALSE,25,9
"372789",37,6,FALSE,105,8
"392607",39,4,FALSE,100,8
"110336",1,16,FALSE,60,1
"36699",3,27,FALSE,160,1
"52822",5,31,TRUE,4000,9
"62822",6,37,TRUE,330,2
"82822",8,20,TRUE,156,2
"92822",9,30,TRUE,328,2
"113165",11,96,FALSE,1010,3
"122950",12,32,FALSE,2300,0
"132837",13,26,FALSE,380,3
"142822",14,33,FALSE,660,3
"152822",15,36,TRUE,5200,9
