"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five"
"1951",1,-77,0.69,5,56,4062,1,1,18,3,3
"1952",2,1780,0.18,0,52,1532,0,1,3,2,3
"1953",3,-158,0.36,4,40,1356,0,1,12,1,0
"1954",4,-1831,0.96,1,10,0,1,0,11,2,0
"1955",5,-190,0.3,2,20,1678,0,0,10,2,1
"1956",6,-487,0.62,3,25,3592,0,0,10,0,1
"1957",1,2485,0.68,0,50,2668,0,3,4,2,4
"1958",2,-663,0.04,4,23,1737,0,1,0,0,0
"1959",3,-834,0.37,1,14,-834,0,0,7,1,2
"1960",4,-79,0.46,3,20,1847,0,0,6,1,0
"1961",5,-594,0.19,2,15,0,0,0,5,1,3
"1962",6,-435,0.65,5,53,3134,1,0,19,2,0
"1963",1,-191,0.58,4,38,1729,1,2,20,2,2
"1964",2,2457,0.67,0,52,2568,1,2,8,2,3
"1965",3,-37,0.41,1,8,0,0,0,5,0,4
"1966",4,-13,0.28,2,14,-13,0,3,3,1,3
"1967",5,-21,0.45,5,54,2120,0,1,14,1,3
"1968",6,-314,0.63,3,24,2504,1,1,9,1,0
"1969",1,-208,0.44,2,22,0,0,0,8,2,0
"1970",2,-1125,0.75,4,40,1571,0,1,7,0,0
"1971",3,2896,0.95,0,62,2766,0,3,8,2,0
"1972",4,-17,0.2,1,16,360,0,0,4,2,0
"1973",5,-35,0.93,3,23,671,1,0,15,2,2
"1974",6,-380,0.61,5,59,2794,1,1,19,3,0
"1975",1,215,0.45,0,70,2454,0,0,8,4,2
"1976",2,-28,0.32,3,38,2068,0,1,5,1,0
"1977",3,-284,0.09,4,48,1638,0,1,3,1,0
"1978",4,-74,0.79,1,8,0,0,0,4,0,2
"1979",5,-101,0.54,2,19,1920,1,0,11,2,0
"1980",6,-982,0.67,5,77,1162,1,0,23,1,0
"1981",1,-476,0.36,4,56,1571,0,1,9,1,3
"1982",2,-1218,0.31,2,17,1791,1,1,11,1,3
"1983",3,-58,0.1,5,65,1738,0,2,9,3,0
"1984",4,-1523,0.91,3,48,2096,0,1,16,2,4
"1985",5,896,0.98,0,54,3213,1,1,10,2,1
"1986",6,-190,0.66,1,10,0,0,0,8,2,5
"1987",1,-1202,0.73,4,33,1138,0,0,17,2,0
"1988",2,635,0.32,1,17,-150,1,0,12,1,2
"1989",3,3229,0.28,0,49,4076,1,0,9,1,1
"1990",4,-703,0.33,2,26,574,0,0,8,2,4
"1991",5,-475,0.71,3,33,1858,0,1,9,0,0
"1992",6,-1445,0.51,5,47,1008,0,4,6,1,3
"1993",1,-1301,0.25,4,25,1292,0,0,7,0,4
"1994",2,-146,0.03,2,17,1094,0,0,0,0,0
"1995",3,-336,0.39,5,37,0,1,0,13,1,2
"1996",4,899,0.51,0,37,2864,1,0,7,3,2
"1997",5,-87,0.21,1,15,1025,0,0,5,0,4
"1998",6,-152,0.16,3,16,1068,0,0,6,1,0
"1999",1,-270,0.28,1,8,0,1,0,7,1,2
"2000",2,-56,0.19,4,45,0,1,0,17,2,2
"2001",3,2841,0.46,0,70,1940,1,0,12,2,3
"2002",4,-491,0.05,3,12,0,0,0,0,0,0
"2003",5,-478,0.81,2,11,0,0,1,7,1,3
"2004",6,-52,0.29,5,76,2083,0,1,18,1,0
"2005",1,258,0.73,0,91,3199,1,4,8,3,0
"2006",2,-22,0.17,5,95,2601,0,2,12,3,0
"2007",3,-153,0.95,4,37,1269,0,0,11,0,1
"2008",4,-684,0.03,3,23,1616,0,1,0,0,0
"2009",5,-239,0.66,1,10,0,0,0,6,0,1
"2010",6,-173,0.15,2,23,1171,0,0,4,0,0
"2011",1,-56,0.01,3,24,790,0,0,0,0,0
"2012",2,4499,0.32,0,50,2362,1,6,9,1,2
"2013",3,-702,0.26,2,17,52,0,0,8,1,0
"2014",4,-150,0.87,5,56,0,1,0,18,2,3
"2015",5,-727,0.71,1,12,0,1,1,10,1,4
"2016",6,-500,0.2,4,44,1502,0,2,6,0,0
"2017",1,-219,0.88,4,47,2447,1,0,17,1,2
"2018",2,-557,0.4,2,29,0,0,1,6,1,3
"2019",3,2674,0.71,0,77,1711,1,2,10,2,2
"2020",4,-398,0.31,5,75,2958,1,5,20,2,2
"2021",5,-5,0.73,1,10,0,1,0,6,1,4
"2022",6,-77,0.01,3,38,588,0,0,0,0,0
"2023",1,-787,0.81,4,35,0,1,2,8,0,2
"2024",2,-573,0.4,3,31,292,0,0,12,0,2
"2025",3,5911,0.42,0,49,4843,1,1,8,1,1
"2026",4,-892,1,2,23,622,0,2,4,1,0
"2027",5,-378,0.14,1,19,1260,0,0,7,1,3
"2028",6,-464,0,5,47,1558,0,3,0,0,0
"2029",1,-62,0.79,5,62,3127,0,2,14,4,2
"2030",2,-315,0.38,1,21,0,0,1,6,1,4
"2031",3,-184,0,4,57,0,0,4,0,0,0
"2032",4,3615,0.98,0,66,3897,1,3,6,3,3
"2033",5,-69,0.21,3,23,934,0,0,7,1,2
"2034",6,-14,0.56,2,25,812,1,0,8,1,2
"2035",1,-6,0.12,2,15,594,0,1,0,0,0
"2036",2,3626,0.53,0,33,2933,1,1,6,2,0
"2037",3,-578,0.43,1,9,0,0,0,5,1,4
"2038",4,-384,0.82,3,16,1616,0,2,8,0,1
"2039",5,-669,0.42,5,30,2258,1,0,8,2,1
"2040",6,-962,0.38,4,23,62,0,1,7,0,1
"2041",1,-415,0.14,1,19,0,0,0,3,1,1
"2042",2,4031,0.28,0,56,3466,1,1,8,3,3
"2043",3,-339,0.04,5,54,2060,0,1,2,1,0
"2044",4,-72,0.47,2,23,1323,0,0,6,0,2
"2045",5,-24,0.18,3,26,1688,0,2,4,0,0
"2046",6,-37,0.38,4,42,1963,1,0,12,1,2
"2047",1,-388,0.11,2,34,0,0,3,1,0,0
"2048",2,7597,0.15,0,45,3302,1,1,3,2,4
"2049",3,-205,0.97,4,46,2786,0,0,14,1,0
"2050",4,-101,0.33,1,18,1216,0,0,7,0,0
"2051",5,-178,0.14,5,45,980,0,6,3,1,2
"2052",6,-86,0.19,3,36,1629,0,7,3,0,1
"2053",1,239,0.76,4,30,2132,0,2,9,1,4
"2054",2,2923,0.9,0,29,2561,0,1,4,2,2
"2055",3,-545,0.64,2,28,856,0,1,7,1,4
"2056",4,-128,0.66,1,17,1847,1,0,6,1,1
"2057",5,-537,0.7,3,26,1239,0,1,8,1,4
"2058",6,-273,0.33,5,30,11,0,0,6,1,0
"2059",1,-693,0.1,2,19,1280,0,1,3,0,0
"2060",2,-588,0.34,4,26,2318,0,3,7,0,2
"2061",3,-12,0.03,3,24,0,0,0,0,0,0
"2062",4,-20,0.65,1,8,0,0,1,6,0,1
"2063",5,268,0.61,0,142,3782,1,12,24,4,4
"2064",6,-1417,0.41,5,134,2654,0,1,26,3,2
"2065",1,-345,0.86,2,25,1049,0,1,5,1,2
"2066",2,-402,0.8,3,26,1550,0,0,10,1,1
"2067",3,3273,0.15,0,49,3674,1,4,8,2,0
"2068",4,-269,0.9,1,19,0,0,0,8,2,4
"2069",5,-442,0.95,5,44,842,1,1,19,2,4
"2070",6,-440,0.04,4,34,1534,0,2,0,0,0
"2071",1,-16,0.98,5,51,5590,1,1,16,2,1
"2072",2,-600,0.8,2,25,1202,1,0,14,2,2
"2073",3,-58,0.9,1,13,0,0,0,8,0,4
"2074",4,3488,0.48,0,53,1648,1,1,5,2,2
"2075",5,-115,0.12,3,34,0,0,2,4,1,3
"2076",6,-44,0.1,4,36,1053,0,0,1,0,0
"2077",1,-213,0.45,4,43,2425,0,1,10,1,1
"2078",2,-557,0.64,5,57,0,0,3,17,2,3
"2079",3,-479,0.37,3,26,1939,1,1,7,1,1
"2080",4,-937,0.85,1,8,0,0,0,9,2,6
"2081",5,-264,0.68,2,21,1508,0,0,10,0,0
"2082",6,2829,0.66,0,60,0,1,1,6,2,2
"2083",1,-1102,0.96,4,27,2055,0,2,12,1,0
"2084",2,4548,0.79,0,37,0,1,0,8,1,1
"2085",3,-865,0.54,3,18,570,0,0,5,1,4
"2086",4,-144,0.61,5,35,2981,0,2,13,1,1
"2087",5,-273,0.29,1,11,0,0,0,4,1,2
"2088",6,-230,0.26,2,15,820,0,0,5,0,2
"2089",1,1590,0.89,0,78,3063,0,4,12,3,4
"2090",2,-733,0.22,5,82,3936,1,2,19,1,2
"2091",3,-51,0.73,3,31,570,0,0,12,0,3
"2092",4,-453,0.26,4,44,875,0,1,4,1,3
"2093",5,-22,0.5,1,20,454,0,0,7,1,4
"2094",6,-1394,0.98,2,23,864,1,0,12,1,0
"2095",1,-746,0.75,1,6,0,1,0,7,0,6
"2096",2,113,0.55,0,112,3161,1,1,17,2,3
"2097",3,-877,0.94,5,105,2534,1,1,27,4,0
"2098",4,-350,0.95,2,7,0,0,0,5,0,3
"2099",5,-864,0.39,3,25,3102,1,0,14,2,3
"2100",6,-67,0.04,4,32,1727,0,0,2,1,0
"2101",1,-1352,0.83,4,40,724,1,4,10,1,2
"2102",2,-288,0.92,5,71,2717,0,1,13,3,4
"2103",3,-1974,0.02,3,46,1880,0,0,0,0,0
"2104",4,-1503,0.17,1,38,1241,0,2,4,0,2
"2105",5,-222,0.23,2,38,1974,0,1,13,1,3
"2106",6,2320,0.5,0,67,1725,1,0,5,2,0
"2107",1,-1031,0.75,1,18,679,0,0,6,2,2
"2108",2,-21,0.05,3,26,1703,0,0,2,1,0
"2109",3,-220,0.87,5,33,2997,0,0,16,1,0
"2110",4,-416,0.63,4,31,332,0,0,9,0,5
"2111",5,4555,0.9,0,31,0,1,1,6,2,0
"2112",6,-349,0.86,2,27,1593,1,0,4,1,0
"2113",1,-400,0.05,4,58,855,0,1,0,0,0
"2114",2,706,1,0,57,4190,0,4,11,5,1
"2115",3,-71,0.33,5,54,0,1,4,15,1,3
"2116",4,-447,0.39,1,17,115,0,3,6,1,2
"2117",5,-188,0.96,3,44,759,0,1,9,2,4
"2118",6,-581,0.97,2,22,1643,1,3,15,2,3
"2119",1,-452,0.92,1,22,2073,1,0,10,1,0
"2120",2,-553,0.17,4,42,2698,0,0,9,1,0
"2121",3,4305,0.38,0,52,2348,0,2,6,2,3
"2122",4,-21,0.86,3,28,1883,0,0,5,1,0
"2123",5,-159,0.53,2,20,764,0,2,3,0,1
"2124",6,-262,0.64,5,50,1620,1,1,15,2,2
"2125",1,3611,0.84,0,51,3179,0,1,6,1,2
"2126",2,-850,0.08,2,37,914,0,3,0,0,0
"2127",3,-283,0.78,5,52,2268,0,3,12,2,0
"2128",4,-483,0.43,3,37,1743,0,1,10,1,1
"2129",5,-56,0.85,1,18,278,0,2,4,1,1
"2130",6,-745,0.56,4,46,957,1,1,9,1,0
"2131",1,-75,0.46,2,24,1839,0,1,14,3,1
"2132",2,-77,0.02,4,37,0,0,2,0,0,0
"2133",3,-890,0.15,1,16,1110,0,1,3,0,2
"2134",4,-1640,0.23,3,34,1648,0,2,8,2,0
"2135",5,-621,0.19,5,44,1009,0,1,11,2,4
"2136",6,3822,0.72,0,43,2973,1,1,8,2,2
"2137",1,-655,0.77,2,35,1288,1,1,12,0,4
"2138",2,-512,0.81,3,32,996,0,1,4,1,0
"2139",3,4825,0.59,0,65,0,1,1,5,3,2
"2140",4,-263,0.06,5,77,1832,0,0,0,0,0
"2141",5,-19,0.87,1,25,1072,0,1,10,1,7
"2142",6,-811,0.09,4,41,1707,0,2,1,0,1
"2143",1,-36,0.97,4,46,2523,1,1,18,1,2
"2144",2,-220,0.21,3,25,2044,0,0,7,0,1
"2145",3,-266,0.83,1,13,0,0,0,8,1,4
"2146",4,2115,0.75,0,72,2362,0,0,22,3,0
"2147",5,-1132,0.71,5,70,2614,1,0,30,4,3
"2148",6,-1138,0.73,2,17,771,0,0,6,1,3
"2149",1,-240,0.1,2,22,609,0,1,1,0,0
"2150",2,-116,0.07,3,21,854,0,0,1,0,0
"2151",3,5618,0.84,0,53,4763,0,1,4,2,0
"2152",4,-748,0.94,1,11,0,0,0,6,0,1
"2153",5,-383,0.66,5,54,2506,1,6,15,2,1
"2154",6,-295,0.13,4,26,946,0,0,3,1,0
"2155",1,-541,0.7,4,39,0,1,0,13,1,0
"2156",2,898,0.44,0,76,0,1,1,12,5,3
"2157",3,-157,0.23,5,71,945,0,1,13,1,2
"2158",4,-17,0.47,2,16,485,0,0,4,0,0
"2159",5,-458,0.56,2,10,0,0,0,10,2,4
"2160",6,-649,0.81,3,39,2000,0,2,10,1,1
"2161",1,-25,0.37,3,19,0,0,1,8,0,2
"2162",2,-219,0.62,2,15,1176,0,0,13,1,6
"2163",3,4822,0.77,0,25,0,0,0,5,2,3
"2164",4,-23,0.88,1,10,0,1,0,7,0,1
"2165",5,-80,0,4,21,724,0,1,0,0,0
"2166",6,-431,0.78,5,26,1433,0,0,9,1,3
"2167",1,-26,0.73,1,14,-26,1,0,8,0,0
"2168",2,7100,0.26,0,58,5188,1,1,3,2,3
"2169",3,-518,0.84,3,25,1082,0,1,8,0,2
"2170",4,-250,0.11,4,28,0,0,0,5,1,0
"2171",5,-220,0.1,5,57,0,0,2,3,0,0
"2172",6,-308,0.9,2,13,0,0,2,2,0,1
"2173",1,-95,0.8,1,14,-95,0,3,6,2,0
"2174",2,1172,0.22,0,58,1831,0,1,4,4,0
"2175",3,-786,0.27,5,63,1833,1,2,11,0,3
"2176",4,-28,0.95,3,33,1778,0,2,5,1,2
"2177",5,-116,0.18,4,43,1767,0,1,10,2,4
"2178",6,-248,0.99,2,17,1957,0,1,8,0,1
"2179",1,-880,0.93,4,62,1899,1,1,13,1,1
"2180",2,-89,0.7,1,11,0,1,0,5,1,2
"2181",3,-248,0.4,2,29,786,0,1,6,2,4
"2182",4,515,0.78,0,66,3242,0,0,8,2,2
"2183",5,-1182,0.44,5,66,1589,1,1,19,1,0
"2184",6,-123,0.09,3,42,1792,0,1,4,0,0
"2185",1,-489,0.58,4,43,2049,0,9,8,1,1
"2186",2,-111,0.74,3,28,1925,1,2,9,1,1
"2187",3,3601,0.25,0,97,3054,1,2,4,4,2
"2188",4,-620,0.7,1,20,230,0,3,7,1,0
"2189",5,-163,0.07,2,23,1326,0,0,0,0,0
"2190",6,-274,0.1,5,94,1088,0,4,5,1,0
"2191",1,-766,0.51,1,13,0,1,1,9,1,2
"2192",2,-527,0.79,5,41,743,0,1,18,2,4
"2193",3,1015,0.29,0,42,2803,1,0,6,3,3
"2194",4,-488,0.4,3,24,1481,0,0,5,1,2
"2195",5,-153,0.3,4,35,2340,0,1,12,1,0
"2196",6,-352,0.5,2,15,1200,0,0,9,0,0
"2197",1,-54,0.14,2,11,0,0,0,4,1,4
"2198",2,-100,0.48,5,172,4222,1,10,20,3,0
"2199",3,1805,1,0,159,916,1,13,21,2,1
"2200",4,-23,0.25,4,55,1288,0,1,9,0,0
"2201",5,-89,0.34,3,50,2239,0,0,7,1,3
"2202",6,-46,0.39,1,9,0,0,1,5,2,2
"2203",1,-199,0.83,2,28,0,0,2,13,1,3
"2204",2,-47,0.97,1,13,0,1,0,11,2,2
"2205",3,-1105,0.84,5,70,2791,1,2,19,2,0
"2206",4,2349,0.13,0,72,1552,1,1,4,3,0
"2207",5,-334,0.67,4,43,454,0,0,8,0,0
"2208",6,-101,0,3,23,1384,0,1,0,0,0
"2209",1,-142,0.69,3,34,1856,0,3,13,2,3
"2210",2,4459,0.44,0,77,2337,1,2,5,3,3
"2211",3,-6,0.13,1,29,952,0,0,4,1,2
"2212",4,-124,0.04,5,82,1743,0,2,0,0,0
"2213",5,-183,0.94,4,45,0,1,1,22,1,3
"2214",6,-19,0.03,2,40,1153,0,2,0,0,0
"2215",1,3729,0.86,0,42,0,1,2,13,3,0
"2216",2,-1946,0.85,3,28,1229,1,0,9,2,0
"2217",3,-203,0.91,5,44,3257,1,1,17,2,2
"2218",4,-248,0.55,4,29,869,0,1,7,1,0
"2219",5,-664,0.9,2,17,1125,0,0,7,1,0
"2220",6,-381,0.97,1,6,0,1,0,5,1,3
"2221",1,-228,0.92,2,38,3147,1,1,10,2,0
"2222",2,2535,0.19,0,66,1782,1,2,12,2,4
"2223",3,-36,0.62,4,42,2514,1,0,12,1,2
"2224",4,-58,0.76,5,61,1722,0,9,13,1,3
"2225",5,-618,0.57,1,24,0,1,0,8,2,3
"2226",6,-33,0.09,3,37,1030,0,3,2,1,0
"2227",1,-386,0.17,2,31,1602,0,0,8,2,2
"2228",2,-800,0.6,4,32,2078,1,1,6,1,0
"2229",3,-869,0.1,5,35,1810,0,0,2,0,0
"2230",4,-323,0.8,1,29,0,0,0,8,1,2
"2231",5,-55,0.88,3,30,1871,0,0,4,0,3
"2232",6,5244,0.41,0,34,1826,0,1,2,2,4
"2233",1,-571,0.34,4,38,3456,0,0,14,1,3
"2234",2,-107,0.57,2,21,2690,1,0,11,1,3
"2235",3,-591,0.64,1,17,649,0,3,5,1,0
"2236",4,-76,0.93,3,24,476,0,6,6,1,2
"2237",5,607,0.87,0,46,2064,1,4,6,2,0
"2238",6,-504,0.76,5,46,328,0,1,13,1,1
"2239",1,-140,0.33,4,44,1548,0,1,4,1,2
"2240",2,-58,0.61,1,25,1058,1,0,8,0,3
"2241",3,5834,0.79,0,47,2798,1,2,5,2,1
"2242",4,-239,0.08,5,45,1686,0,2,2,0,0
"2243",5,-378,0.3,2,28,1052,1,1,5,0,0
"2244",6,-169,0.4,3,36,2348,0,0,12,1,1
"2245",1,-817,0.86,4,34,2317,0,4,11,1,1
"2246",2,-228,0.51,1,13,0,0,2,7,2,0
"2247",3,2675,0.42,0,58,0,1,0,5,2,0
"2248",4,-527,0.7,5,51,2042,1,3,15,0,0
"2249",5,-621,0.6,2,20,1530,1,1,5,1,1
"2250",6,-140,0.81,3,25,1942,0,4,9,2,5
"2251",1,16,0.58,1,9,0,0,1,5,2,3
"2252",2,-63,0.87,4,33,4312,1,1,18,2,1
"2253",3,-472,0.92,2,18,533,0,0,8,0,0
"2254",4,-877,0.11,5,66,1436,0,0,3,1,2
"2255",5,-724,0.89,3,27,1276,1,0,7,1,0
"2256",6,715,0.8,0,70,2232,1,3,12,3,0
"2257",1,-701,0.7,4,43,3250,1,2,14,2,3
"2258",2,1583,0.97,0,40,2406,1,3,4,3,1
"2259",3,-84,0.01,3,25,845,0,0,0,0,0
"2260",4,-952,0.13,2,19,62,0,2,3,1,2
"2261",5,-241,0.36,5,43,0,1,3,14,0,2
"2262",6,-1264,0.75,1,12,0,1,0,9,1,0
"2263",1,-342,0.53,1,27,0,0,0,11,1,1
"2264",2,-238,0.63,5,74,0,1,1,19,3,1
"2265",3,2446,0.52,0,73,2115,0,0,8,2,3
"2266",4,-26,0.29,2,24,44,0,0,6,1,3
"2267",5,-1247,0.94,3,36,1177,0,0,5,1,3
"2268",6,-195,0.36,4,41,1358,0,0,5,1,2
"2269",1,-90,0.22,3,53,3171,1,1,17,2,3
"2270",2,-27,0,4,55,2038,0,4,0,0,0
"2271",3,-103,0.73,2,29,1202,0,1,6,1,3
"2272",4,4977,0.87,0,64,2816,1,0,6,3,1
"2273",5,-11,0.97,1,15,17,0,0,6,1,4
"2274",6,-153,0.09,5,63,1594,0,0,3,1,0
"2275",1,-53,0.73,5,96,2682,0,3,18,3,2
"2276",2,-600,0.67,1,6,0,0,0,7,1,7
"2277",3,-50,0.61,3,37,0,1,1,13,1,1
"2278",4,-3,0.26,4,48,0,1,0,5,1,1
"2279",5,-36,0.88,2,30,1576,0,1,7,1,0
"2280",6,58,0.79,0,103,1769,1,2,12,3,3
"2281",1,4723,0.14,0,72,2123,0,1,5,2,2
"2282",2,-51,0.45,1,21,625,0,1,7,0,2
"2283",3,-107,0.26,2,25,1178,0,0,5,1,1
"2284",4,-845,0.85,4,45,1178,0,4,5,1,0
"2285",5,-319,0.29,3,28,3224,1,2,9,1,0
"2286",6,-246,0.35,5,71,1635,1,2,20,2,0
"2287",1,4534,0.38,0,49,3636,1,1,9,3,2
"2288",2,-628,0.24,5,48,1744,0,5,11,0,4
"2289",3,-759,0.74,3,32,1791,0,1,14,1,1
"2290",4,-399,0.08,2,26,683,0,1,0,0,0
"2291",5,-95,0.05,4,38,1525,0,0,1,0,0
"2292",6,-549,0.42,1,14,-549,0,0,8,1,4
"2293",1,-801,0.95,4,54,758,1,2,17,1,0
"2294",2,-29,0.52,3,35,1140,1,1,14,0,5
"2295",3,-1,0.38,5,150,2822,1,6,26,3,0
"2296",4,-154,0.4,2,28,2772,0,0,12,2,1
"2297",5,-245,0.68,1,26,1392,0,1,14,2,0
"2298",6,2602,0.1,0,144,647,0,1,0,3,0
"2299",1,-86,0.04,2,43,1566,0,1,0,0,0
"2300",2,-400,0.17,3,65,1427,0,2,8,1,2
"2301",3,7587,0.31,0,113,0,1,3,7,2,4
"2302",4,-77,0.74,1,18,434,0,1,8,1,4
"2303",5,-160,0.34,5,98,2630,1,7,13,3,2
"2304",6,-668,0.32,4,71,1660,1,3,6,1,1
"2305",1,-310,0.59,3,27,1675,1,0,13,2,2
"2306",2,-692,0.14,5,60,1110,0,5,16,2,2
"2307",3,-894,0.89,4,31,3162,0,0,11,1,3
"2308",4,-322,0.47,2,24,1813,0,0,6,0,3
"2309",5,2176,0.15,0,63,2018,1,1,8,3,2
"2310",6,-39,0.38,1,16,425,0,0,5,0,2
"2311",1,-1620,0.17,5,67,1088,0,5,11,1,0
"2312",2,-1,0.98,1,14,-1,1,0,5,1,2
"2313",3,4871,0.31,0,69,2770,1,0,5,2,0
"2314",4,-40,0.71,3,49,3739,0,2,16,1,3
"2315",5,-1539,0.33,4,61,971,0,4,10,1,2
"2316",6,-1978,0.19,2,37,1114,0,6,9,3,4
"2317",1,3698,0.54,0,54,2980,1,1,5,2,1
"2318",2,-2,0.07,2,32,0,0,1,0,0,0
"2319",3,-9,0.16,5,58,0,0,1,11,1,1
"2320",4,-554,0.64,3,44,698,0,2,15,2,5
"2321",5,-284,0.59,1,8,0,0,0,7,1,2
"2322",6,-1234,0.51,4,49,1378,0,1,13,3,3
"2323",1,2130,0.84,0,56,2722,1,0,6,2,2
"2324",2,-549,0.91,1,22,784,0,0,8,1,2
"2325",3,-44,0.85,2,23,225,0,0,5,0,0
"2326",4,-1033,0.61,4,34,1984,1,3,13,0,0
"2327",5,-367,0.7,3,28,2229,0,2,8,1,1
"2328",6,-228,0.96,5,55,1780,1,4,17,2,4
"2329",1,-1108,0.07,3,31,2136,0,0,2,0,1
"2330",2,-657,0.41,1,17,220,1,0,11,0,0
"2331",3,5850,0.31,0,36,4104,0,0,5,2,3
"2332",4,-440,0.98,2,22,0,0,0,12,0,2
"2333",5,-126,0.05,4,31,1252,0,2,0,0,0
"2334",6,-926,0.06,5,39,1316,0,2,2,1,0
"2335",1,-669,0.27,4,103,1515,0,14,12,3,3
"2336",2,-89,0.23,5,96,4164,1,1,20,1,2
"2337",3,-43,0.4,1,6,0,0,0,4,0,2
"2338",4,-6,0.95,3,60,1637,1,5,15,1,0
"2339",5,1512,0.16,0,100,1109,0,3,2,3,3
"2340",6,-33,0.34,2,32,1758,0,1,6,1,0
"2341",1,-74,0.93,1,14,-74,0,1,9,1,3
"2342",2,677,0.24,0,96,2405,0,0,6,2,3
"2343",3,-410,0.94,4,43,1913,1,1,10,2,3
"2344",4,-175,0.37,5,99,0,1,1,21,1,1
"2345",5,-54,0.68,2,18,1791,0,0,4,1,2
"2346",6,-299,0.16,3,29,0,0,1,4,1,0
"2347",1,523,0.83,0,74,2759,1,0,7,3,0
"2348",2,-284,0.81,5,72,970,0,2,11,1,3
"2349",3,-47,0.91,1,18,3,0,4,8,1,2
"2350",4,-183,0.27,3,34,1342,1,1,5,1,2
"2351",5,-442,0.16,2,36,1504,0,0,3,0,0
"2352",6,-189,0.46,4,43,800,0,1,9,2,2
"2353",1,70,0.39,2,16,0,1,0,14,1,0
"2354",2,-87,0.97,4,38,2367,0,1,15,3,3
"2355",3,-296,0.08,5,52,1235,0,1,3,1,0
"2356",4,4708,0.79,0,48,3829,1,1,11,1,3
"2357",5,-202,0.05,3,39,0,0,2,0,0,0
"2358",6,-164,0.74,1,6,0,0,0,5,1,4
"2359",1,-14,0.2,2,16,436,0,4,8,1,4
"2360",2,3259,0.92,0,59,0,0,3,6,1,2
"2361",3,-90,0.6,1,6,0,0,0,5,0,3
"2362",4,-157,0.09,5,54,2108,0,0,8,1,0
"2363",5,-212,0.74,3,23,1558,0,4,10,1,3
"2364",6,-363,0.97,4,42,2174,1,1,10,1,0
"2365",1,-539,0.58,3,32,1781,1,4,8,1,1
"2366",2,-12,0.13,4,39,0,0,1,10,0,2
"2367",3,-2,0.04,2,26,1334,0,1,0,0,0
"2368",4,4962,0.3,0,51,2636,0,1,5,2,3
"2369",5,-192,0.17,1,21,2520,0,0,12,1,0
"2370",6,-443,0.2,5,53,1567,0,3,9,1,3
"2371",1,3018,0.51,0,63,3516,1,2,10,4,1
"2372",2,-559,0.52,2,32,1662,1,0,16,1,4
"2373",3,-134,0.03,4,48,1600,0,1,0,0,0
"2374",4,-300,0.36,1,7,0,0,0,7,0,3
"2375",5,-154,0.15,3,42,1590,0,2,3,1,0
"2376",6,-21,0.18,5,62,1688,0,1,16,2,1
"2377",1,-556,0.26,4,28,1316,1,1,10,2,0
"2378",2,-742,0.04,5,28,0,0,0,0,0,0
"2379",3,-76,0.69,1,16,1786,0,0,9,1,3
"2380",4,3124,0.85,0,29,0,1,0,7,2,0
"2381",5,-1915,0.28,3,28,0,0,0,7,0,4
"2382",6,-1061,0.52,2,17,529,0,0,7,2,3
"2383",1,-391,0.33,5,89,3542,1,2,27,2,0
"2384",2,-139,0.87,2,27,254,1,0,12,1,1
"2385",3,-437,0.78,1,22,1800,0,1,11,0,3
"2386",4,-8,0.1,4,78,1406,0,3,4,1,0
"2387",5,3254,0.26,0,80,1619,0,2,7,2,0
"2388",6,-299,0.45,3,26,191,1,0,8,1,3
"2389",1,-737,0,4,43,1518,0,3,0,0,0
"2390",2,3976,0.44,0,59,4064,1,3,5,3,0
"2391",3,-392,0.53,5,55,3176,0,0,16,1,3
"2392",4,112,0.83,2,11,0,0,0,3,0,1
"2393",5,-460,0.72,1,5,0,0,0,6,1,0
"2394",6,-50,0.99,3,19,26,1,0,7,1,1
"2395",1,716,0.27,0,90,4388,0,1,14,3,2
"2396",2,-1441,0.63,1,14,-1441,0,0,9,1,1
"2397",3,-229,0.22,5,87,2024,1,3,17,3,0
"2398",4,-36,0.51,4,48,450,1,3,12,0,2
"2399",5,-47,0.07,3,33,0,0,1,0,0,0
"2400",6,-207,0.87,2,19,2907,0,0,10,2,3
"2401",1,-552,1,5,68,2995,0,2,20,3,0
"2402",2,-34,0.84,1,16,1196,0,0,12,1,1
"2403",3,-4,0.56,4,28,2180,0,2,7,1,2
"2404",4,802,0.95,0,64,1735,1,1,11,2,0
"2405",5,-352,0.5,3,20,1083,1,0,6,1,3
"2406",6,-382,0.11,2,14,-382,0,0,3,1,3
"2407",1,-47,0.34,4,35,1567,0,3,5,1,2
"2408",2,-251,0.76,1,12,0,1,0,7,0,4
"2409",3,-333,0.02,2,31,1664,0,1,0,0,0
"2410",4,-372,0.27,3,37,1244,0,4,4,0,0
"2411",5,-454,0.61,5,51,3129,0,3,15,2,0
"2412",6,193,1,0,50,2257,1,1,7,3,3
"2413",1,-233,0.55,1,17,197,0,0,3,0,3
"2414",2,-140,0.89,3,29,1747,1,1,13,1,5
"2415",3,5720,0.53,0,53,2808,0,2,3,2,3
"2416",4,-152,0.81,5,57,3159,0,3,16,2,1
"2417",5,-4,0.57,2,23,628,1,2,6,1,3
"2418",6,-230,0.24,4,53,1168,0,1,9,1,2
"2419",1,-170,0.6,2,14,-170,1,0,9,3,0
"2420",2,3765,0.91,0,37,3722,1,1,10,2,0
