"","players","player.cash","player.comfort","bankrupt.players","turn","total.value.fifteen","owned.blue","times.in.jail","properties.sold","color.sets","props.at.five"
"10733",5,-819,0.94,5,52,2026,0,0,8,0,0
"10734",6,-1122,0.8,3,42,0,0,0,6,1,3
"10735",1,144,0.71,0,147,3659,0,3,26,4,2
"10736",2,-8,0.92,5,133,0,1,10,24,3,1
"10737",3,-237,0.73,3,33,2408,1,2,9,2,5
"10738",4,-115,0.97,1,5,0,0,0,5,0,5
"10739",5,-49,0.45,2,22,890,0,0,8,2,2
"10740",6,-933,0.67,4,33,1240,0,0,10,1,0
"10741",1,-1182,0.72,2,13,0,0,0,8,1,3
"10742",2,-48,0.54,4,30,500,0,4,7,0,0
"10743",3,-379,0,3,31,1649,0,1,0,0,0
"10744",4,-265,0.35,1,9,0,0,0,4,0,3
"10745",5,-701,0.15,5,28,3322,1,2,9,1,0
"10746",6,5803,0.31,0,35,4085,0,0,6,3,0
"10747",1,-383,0.36,1,13,0,0,0,3,1,2
"10748",2,752,0.94,0,33,2196,1,0,7,3,0
"10749",3,-1341,0.37,3,19,674,0,1,17,1,4
"10750",4,-707,0.45,2,16,0,0,0,5,1,3
"10751",5,-65,0.67,5,25,1745,0,0,5,1,0
"10752",6,-58,0.1,4,20,698,0,0,2,0,0
"10753",1,-458,0.06,3,32,0,0,0,0,0,0
"10754",2,-1518,0.75,5,61,2776,0,2,17,2,2
"10755",3,3208,0.88,0,55,3302,1,4,8,3,3
"10756",4,-438,0.17,4,29,1694,0,1,10,1,1
"10757",5,-628,0.45,2,21,82,0,3,3,1,3
"10758",6,-105,0.48,1,17,0,0,0,5,1,3
"10759",1,-38,0.26,2,11,0,0,0,6,2,2
"10760",2,-197,1,3,23,2535,0,1,10,0,0
"10761",3,-46,0.35,1,10,0,0,0,8,2,2
"10762",4,-1229,0.15,4,29,1346,0,0,6,0,0
"10763",5,2250,0.37,0,38,3517,1,0,6,3,0
"10764",6,-257,0.7,5,34,0,0,1,12,0,4
"10765",1,1112,0.18,0,71,2828,0,3,7,1,1
"10766",2,-1276,0.54,2,20,0,0,0,9,0,2
"10767",3,-815,1,3,32,2624,0,1,12,1,3
"10768",4,-518,0.4,4,41,1627,0,4,8,1,0
"10769",5,-349,0.29,5,61,2001,1,2,9,1,0
"10770",6,-25,0.94,1,13,0,0,3,5,0,0
"10771",1,-234,0.54,2,25,1306,0,1,10,1,1
"10772",2,4870,0.39,0,40,2930,1,1,4,2,3
"10773",3,-236,0.45,3,24,457,0,0,7,1,4
"10774",4,-171,0.21,2,10,0,0,1,3,1,2
"10775",5,-147,0.78,5,36,1228,0,1,16,0,1
"10776",6,-756,0.77,4,33,0,1,0,12,1,1
"10777",1,-778,0.77,4,42,1778,1,0,10,2,0
"10778",2,-1047,0.84,5,58,3973,1,3,21,1,2
"10779",3,1844,0.71,0,58,4076,0,1,9,1,3
"10780",4,-1754,0.4,1,8,0,0,0,10,1,4
"10781",5,-495,0.98,3,33,0,1,1,5,1,0
"10782",6,-1068,0.42,2,23,-351,0,1,16,2,5
"10783",1,3784,0.58,0,78,3665,1,0,10,4,2
"10784",2,-226,0.53,3,35,0,0,0,6,1,3
"10785",3,-552,0,4,53,1783,0,2,0,0,0
"10786",4,-415,0.78,5,78,0,1,0,19,1,1
"10787",5,-190,0.69,1,7,0,0,1,6,0,4
"10788",6,-34,0.71,2,21,1785,1,1,6,1,0
"10789",1,-288,0.06,5,52,1475,0,1,2,1,0
"10790",2,-167,0.58,1,22,1127,0,1,9,2,2
"10791",3,-392,0.89,3,37,1229,0,5,9,1,4
"10792",4,-481,0.49,2,24,1612,1,0,6,1,1
"10793",5,5475,0.77,0,53,2355,1,1,4,3,5
"10794",6,-436,0.09,4,52,1700,0,1,1,0,0
"10795",1,-325,0.82,3,29,0,1,0,15,1,2
"10796",2,-136,0.03,4,29,1142,0,0,0,0,0
"10797",3,5155,0.96,0,28,5260,0,0,4,3,4
"10798",4,-436,0.76,2,24,0,0,0,8,0,3
"10799",5,-76,0.17,1,6,0,0,0,3,1,3
"10800",6,-79,0.19,5,27,1405,0,0,5,1,1
"10801",1,-406,0.25,4,42,1323,0,1,6,2,4
"10802",2,292,0.6,0,87,3674,1,2,16,1,3
"10803",3,-43,0.49,1,11,0,0,1,7,1,0
"10804",4,-36,0.55,2,15,2449,1,0,8,1,2
"10805",5,-205,0.45,5,78,1442,1,0,17,3,0
"10806",6,-467,0.06,3,42,897,0,0,0,0,0
"10807",1,-4,0.02,4,28,1744,0,0,0,0,0
"10808",2,-65,0.63,3,26,1161,0,3,9,0,0
"10809",3,2479,0.98,0,42,2151,1,1,2,2,3
"10810",4,-203,0.69,1,6,0,0,0,5,0,4
"10811",5,-1063,0.17,5,39,2104,1,9,10,1,2
"10812",6,-32,0.83,2,19,1126,0,2,11,2,1
"10813",1,2838,0.11,0,64,1978,0,0,4,3,0
"10814",2,-562,0.51,2,31,1197,0,3,9,0,3
"10815",3,-460,0.26,5,68,3097,1,8,18,2,2
"10816",4,-185,0.1,4,58,953,0,2,0,0,0
"10817",5,-130,0.97,1,25,2303,0,3,6,1,3
"10818",6,-749,0.95,3,40,852,0,0,9,1,2
"10819",1,-182,0,1,33,1818,0,3,0,0,0
"10820",2,2504,0.27,0,59,2137,1,1,8,4,3
"10821",3,-121,0.55,5,63,1384,0,1,12,2,2
"10822",4,-585,0.18,3,39,1450,0,0,9,1,3
"10823",5,-1092,0.12,4,36,1812,0,0,2,0,1
"10824",6,-378,0.74,2,36,1268,1,1,6,1,0
"10825",1,-40,0.83,3,30,1490,1,0,7,1,0
"10826",2,-1118,0.85,5,67,0,1,0,22,0,0
"10827",3,-313,0.84,1,6,0,1,0,7,1,5
"10828",4,-104,0.77,2,24,1743,0,0,7,1,0
"10829",5,-81,0.94,4,46,422,0,0,18,1,2
"10830",6,2230,0.58,0,56,0,1,0,6,4,2
"10831",1,-186,0.02,3,35,1729,0,3,0,0,0
"10832",2,3610,0.57,0,40,3141,1,1,5,2,2
"10833",3,-75,0.22,2,19,935,0,0,6,0,1
"10834",4,-83,0.43,1,18,0,0,3,7,1,2
"10835",5,-862,0.65,4,28,2056,0,6,12,2,4
"10836",6,-472,0.01,5,42,1189,0,5,0,0,0
"10837",1,-63,0.09,3,24,0,0,1,0,0,0
"10838",2,1425,0.49,0,54,2488,1,5,8,3,3
"10839",3,-447,0.43,2,19,1377,0,0,6,0,0
"10840",4,-442,0.55,1,12,0,0,0,7,1,1
"10841",5,-5,0.9,4,46,0,0,3,15,2,3
"10842",6,-288,0.83,5,60,2506,1,1,17,2,1
"10843",1,5614,0.56,0,44,3940,1,1,9,1,0
"10844",2,-676,0.45,5,46,2670,0,1,16,1,2
"10845",3,-127,0.92,3,31,1026,0,1,10,2,4
"10846",4,-1582,0.91,1,13,0,1,0,13,3,0
"10847",5,-397,0.8,4,35,2141,0,0,5,1,0
"10848",6,-662,0.75,2,20,1048,0,0,3,1,3
"10849",1,-82,0.83,2,12,0,0,0,3,0,0
"10850",2,-29,0.54,5,50,0,0,0,11,1,3
"10851",3,-267,0.97,1,8,0,0,0,6,0,5
"10852",4,-3,0.5,4,40,1123,1,1,10,3,0
"10853",5,3283,0.35,0,54,2134,1,1,6,2,1
"10854",6,-167,0.58,3,29,4371,0,0,13,3,3
"10855",1,-65,1,5,72,3339,1,0,20,2,1
"10856",2,-487,0.96,3,34,1138,1,1,14,2,4
"10857",3,194,0.67,0,71,2650,1,1,6,3,2
"10858",4,-117,0.83,4,43,596,0,3,8,0,2
"10859",5,-443,0.15,2,34,1725,0,1,10,1,3
"10860",6,-168,0.49,1,6,0,0,0,4,0,2
"10861",1,-1066,0,4,81,1800,0,3,0,0,0
"10862",2,-1101,0.51,5,105,3137,1,0,23,3,2
"10863",3,4414,0.42,0,100,1910,0,1,11,3,1
"10864",4,-176,0.93,1,15,648,0,0,10,1,3
"10865",5,-3,0.28,2,39,1322,1,0,5,1,0
"10866",6,-27,0.3,3,51,1283,0,4,13,3,3
"10867",1,226,0.98,0,70,2143,1,0,15,2,3
"10868",2,-85,0.82,5,72,3385,0,7,16,2,0
"10869",3,-645,0.52,3,50,0,0,3,10,4,2
"10870",4,-68,0.89,1,13,0,0,0,10,1,0
"10871",5,-15,0.91,2,47,979,0,0,11,2,3
"10872",6,-37,0.56,4,49,3118,1,1,17,2,0
"10873",1,-131,0.75,5,45,2185,0,0,10,0,1
"10874",2,-770,0.73,4,35,1578,0,1,16,1,3
"10875",3,-2510,0.28,2,14,-2510,1,0,10,3,4
"10876",4,-194,0.03,3,27,1888,0,0,0,0,0
"10877",5,6093,0.47,0,45,3523,1,0,8,2,3
"10878",6,-68,0.36,1,7,0,0,1,3,0,2
"10879",1,-354,0.75,4,43,2251,0,1,9,1,0
"10880",2,-194,0.35,1,14,-194,0,0,4,0,0
"10881",3,-837,0.76,5,39,2436,1,0,15,0,1
"10882",4,-810,0.97,2,10,0,0,0,8,1,2
"10883",5,-698,0.5,3,21,821,0,1,5,1,1
"10884",6,2014,0.53,0,39,2816,1,0,3,2,3
"10885",1,-55,0.52,1,7,0,0,0,5,0,0
"10886",2,-327,0.81,3,31,2026,1,0,15,2,5
"10887",3,-11,0.06,4,47,0,0,0,2,1,0
"10888",4,-129,0.68,2,15,0,1,0,4,1,0
"10889",5,-74,0.95,5,78,2602,1,3,17,0,1
"10890",6,106,0.92,0,85,2701,1,4,4,8,0
"10891",1,-863,0.55,5,65,1185,0,3,16,1,3
"10892",2,-20,0.24,2,29,0,0,0,8,1,0
"10893",3,-716,0.58,4,34,926,0,1,13,2,3
"10894",4,-96,0.4,1,6,0,0,0,5,0,4
"10895",5,113,0.81,0,53,2813,1,3,9,3,1
"10896",6,-1297,0.63,3,26,1233,1,1,6,1,1
"10897",1,-136,0.19,3,26,207,0,1,3,0,2
"10898",2,-429,0.87,5,35,1662,0,5,8,1,3
"10899",3,-1899,0.88,5,40,2438,1,0,13,3,1
"10900",4,-250,0.62,1,9,0,1,0,10,0,4
"10901",5,-124,0.67,2,32,0,1,1,20,2,2
"10902",6,3133,0.63,0,41,2440,1,0,9,2,1
"10903",1,-258,0.28,4,50,2016,0,2,12,0,0
"10904",2,-505,0.11,5,48,1512,0,2,2,0,0
"10905",3,3921,0.87,0,57,1852,0,1,3,3,0
"10906",4,-61,0.86,2,33,0,1,0,5,1,2
"10907",5,-196,0.46,1,27,1484,0,1,7,1,5
"10908",6,-267,0.66,3,40,1352,0,0,7,2,0
"10909",1,-225,0.45,1,7,0,0,2,6,1,3
"10910",2,-19,0.03,4,58,1894,0,3,0,0,0
"10911",3,-62,0.02,3,49,0,0,1,0,0,0
"10912",4,1622,0.32,0,66,2402,1,2,4,5,1
"10913",5,-1112,0.39,2,13,0,1,0,10,1,2
"10914",6,-1613,0.01,5,56,1478,0,4,0,0,0
"10915",1,-601,0.16,5,60,2380,0,1,10,1,0
"10916",2,4423,0.66,0,60,3744,1,1,9,3,1
"10917",3,-27,0.52,2,23,1348,1,0,9,1,4
"10918",4,-121,0.13,4,50,1809,0,4,5,1,1
"10919",5,-372,0.47,2,24,0,0,0,6,1,0
"10920",6,-434,0.71,3,36,0,0,0,10,1,5
"10921",1,-165,0.62,2,18,868,0,0,7,1,2
"10922",2,-230,0.69,5,43,0,0,0,17,3,4
"10923",3,175,0.56,0,44,4370,1,0,10,4,0
"10924",4,-645,0.84,4,31,830,0,0,2,0,0
"10925",5,-425,0.4,1,10,0,1,0,6,1,1
"10926",6,-371,0.36,3,21,2249,1,0,8,1,3
"10927",1,-70,0.95,3,22,2267,0,1,10,2,1
"10928",2,-400,0.92,1,7,0,0,0,8,1,3
"10929",3,-214,0.91,2,17,946,0,0,12,1,4
"10930",4,-403,0.39,5,58,988,0,0,6,1,0
"10931",5,837,0.77,0,58,3701,1,0,5,3,2
"10932",6,-267,0.82,4,35,1187,1,0,12,1,0
"10933",1,-642,0.31,4,22,0,0,0,8,1,2
"10934",2,-147,0.41,3,15,1623,0,0,7,2,3
"10935",3,-1642,0.95,2,15,0,1,0,6,1,2
"10936",4,4588,0.93,0,18,5073,1,0,9,1,3
"10937",5,-102,0.42,2,12,0,0,0,5,1,2
"10938",6,-377,0.01,5,24,689,0,0,0,0,0
"10939",1,3527,0.39,0,63,5248,1,1,13,2,0
"10940",2,-13,1,2,18,1189,0,0,10,1,4
"10941",3,-359,0.9,1,16,289,1,0,10,2,3
"10942",4,-467,0.92,4,20,14,0,4,8,0,5
"10943",5,-8,0.46,3,23,326,1,2,8,1,0
"10944",6,-219,0.84,5,52,1371,1,2,18,2,0
"10945",1,-95,0.3,4,41,1149,0,2,7,0,2
"10946",2,-36,0.27,2,26,556,0,0,5,1,3
"10947",3,163,0.56,0,64,0,1,3,11,2,6
"10948",4,-353,0.43,3,37,0,0,1,6,0,2
"10949",5,-592,0.5,5,65,1480,1,1,18,2,0
"10950",6,-206,0.98,1,25,1026,0,0,6,0,0
"10951",1,-156,1,5,45,2565,1,4,10,1,1
"10952",2,-1256,0.53,1,13,0,1,0,14,3,0
"10953",3,-699,0.74,4,32,2412,0,0,10,2,3
"10954",4,413,0.92,0,44,2088,1,1,12,3,3
"10955",5,-719,0.22,2,14,-719,0,0,5,1,2
"10956",6,-215,0.47,3,22,0,0,1,14,2,3
"10957",1,-442,0.55,3,32,2656,1,0,12,1,1
"10958",2,-1719,0.84,4,33,2060,0,3,12,0,2
"10959",3,-250,0.03,5,56,0,0,1,0,0,0
"10960",4,-743,0.62,2,27,1323,0,1,4,1,0
"10961",5,7042,0.34,0,45,1433,0,3,5,2,2
"10962",6,-94,0.75,1,19,1001,1,1,10,0,2
"10963",1,-729,0.15,3,27,560,0,1,4,1,3
"10964",2,4356,0.51,0,40,3936,1,0,3,2,3
"10965",3,-859,0.56,5,44,1846,0,1,16,1,0
"10966",4,-12,0.3,2,29,392,0,0,3,1,0
"10967",5,-188,0.82,4,36,0,0,2,13,2,1
"10968",6,-350,0.13,1,24,0,0,0,6,0,0
"10969",1,-647,0.59,3,20,0,1,0,11,2,0
"10970",2,1715,0.64,0,51,2944,1,2,4,3,0
"10971",3,-862,0.03,5,52,1862,0,0,0,0,0
"10972",4,-259,0.6,2,16,1501,0,0,8,1,3
"10973",5,-399,0.62,1,5,0,0,0,7,0,7
"10974",6,-950,0.61,4,27,0,0,1,12,0,1
"10975",1,-600,0.91,5,37,3104,0,1,16,2,0
"10976",2,3398,0.6,0,36,2042,0,0,6,1,1
"10977",3,-245,0.29,4,27,2326,1,1,14,1,3
"10978",4,-92,0.46,3,23,1046,0,1,6,0,0
"10979",5,-240,0.27,2,20,0,0,0,6,0,3
"10980",6,-188,0.54,1,12,0,0,0,4,0,2
"10981",1,-192,0.68,5,38,3042,1,0,16,2,0
"10982",2,3061,0.89,0,40,3994,0,0,4,2,1
"10983",3,-123,0.53,4,29,672,0,0,8,0,3
"10984",4,-272,0.41,4,30,928,0,0,11,3,3
"10985",5,-560,0.62,2,22,1194,0,1,8,0,3
"10986",6,-88,0.79,1,9,0,0,0,6,0,4
"10987",1,-345,0.78,5,64,3777,1,2,19,1,3
"10988",2,-648,0.61,2,41,443,1,0,8,1,3
"10989",3,-50,0.33,1,28,0,1,3,7,0,1
"10990",4,231,0.54,0,70,1490,0,3,13,3,0
"10991",5,-577,0.4,3,37,1148,0,1,5,1,4
"10992",6,-305,0,4,58,1528,0,2,0,0,0
"10993",1,-467,0.64,4,62,2501,1,3,14,1,0
"10994",2,-195,0.65,1,8,0,1,1,4,1,0
"10995",3,-24,0.82,2,9,0,0,1,2,0,0
"10996",4,1974,0.42,0,61,2670,1,1,12,3,4
"10997",5,-332,0.11,5,58,2248,0,2,6,1,1
"10998",6,-80,0.4,3,23,1158,0,4,5,1,4
"10999",1,-46,0.54,5,55,3210,0,2,15,2,4
"11000",2,-695,0.52,2,29,2780,1,0,13,0,3
"11001",3,1098,0.66,0,59,1645,0,1,5,1,4
"11002",4,-258,0.04,3,35,1419,0,4,0,0,0
"11003",5,-515,0.92,4,38,0,1,0,9,2,2
"11004",6,-1135,0.68,1,15,-474,1,1,7,3,0
"11005",1,-30,0.87,2,14,-30,1,0,8,0,1
"11006",2,-398,0.62,1,13,0,0,0,5,1,3
"11007",3,-129,0.99,3,20,457,0,1,5,0,0
"11008",4,4363,0.37,0,42,5236,1,0,5,3,4
"11009",5,-18,0.42,5,45,1272,0,0,12,0,2
"11010",6,-202,0.41,4,36,1715,0,0,9,2,4
"11011",1,-667,0.61,1,17,770,1,1,13,2,0
"11012",2,-36,0.21,2,22,1819,0,0,8,1,3
"11013",3,-250,0.5,5,49,25,0,1,8,0,2
"11014",4,-625,0.57,4,32,2169,0,0,14,1,1
"11015",5,-403,0.06,3,32,1661,0,0,0,0,0
"11016",6,2060,0.3,0,51,3918,1,1,15,3,4
"11017",1,-657,0.57,4,30,1654,0,1,6,1,2
"11018",2,-131,0.64,5,83,3248,1,2,26,4,3
"11019",3,-751,0.83,3,35,2433,0,0,10,2,2
"11020",4,472,0.34,0,81,618,1,1,10,2,6
"11021",5,-544,0.02,2,33,0,0,0,0,0,0
"11022",6,-161,0.16,1,20,1134,0,0,7,1,2
"11023",1,5203,0.21,0,53,3831,1,2,10,1,0
"11024",2,-314,0.02,4,43,1721,0,0,0,0,0
"11025",3,-146,0.58,1,16,1296,0,0,7,0,0
"11026",4,-57,0.45,2,24,0,0,1,10,0,5
"11027",5,-68,0.89,3,22,638,0,0,11,0,4
"11028",6,-1004,0.11,5,49,1808,0,1,8,1,0
"11029",1,-535,0.14,5,85,0,0,5,18,2,3
"11030",2,-701,0.48,2,22,250,0,0,6,0,4
"11031",3,-635,0.71,4,66,3313,1,3,24,3,2
"11032",4,-5,0.3,1,6,0,0,0,6,0,4
"11033",5,-62,0.9,3,27,0,1,0,7,2,1
"11034",6,2000,0.67,0,72,1886,0,2,9,2,1
"11035",1,-544,0.93,4,29,2576,0,1,7,0,1
"11036",2,-294,0.66,2,18,1186,0,1,5,1,5
"11037",3,-23,0.83,5,39,2358,1,2,15,2,0
"11038",4,-458,0.71,1,8,0,0,0,6,0,4
"11039",5,-927,0.85,3,23,1193,1,1,12,2,0
"11040",6,1724,0.67,0,51,2888,1,1,7,3,2
"11041",1,-552,0.66,5,58,3582,0,2,17,3,1
"11042",2,-962,0.4,1,7,0,0,0,7,0,5
"11043",3,-597,0.08,3,37,1351,0,1,1,0,0
"11044",4,-140,0.13,4,34,0,0,0,6,1,0
"11045",5,-166,0.44,2,17,134,0,0,4,1,1
"11046",6,2724,0.47,0,51,3355,1,2,5,3,5
"11047",1,-631,0.17,5,49,2200,0,3,12,2,1
"11048",2,2663,0.63,0,45,3429,1,0,5,3,0
"11049",3,-92,0.69,4,22,598,0,3,3,1,3
"11050",4,-141,0.38,2,14,-141,1,0,6,0,1
"11051",5,-100,0.79,1,8,0,0,0,9,1,5
"11052",6,-18,0.09,3,19,892,0,1,1,0,0
"11053",1,-870,0.77,4,39,4458,1,1,13,0,2
"11054",2,-899,0.02,5,46,1466,0,3,0,0,0
"11055",3,-99,0.66,1,26,1187,1,0,8,1,0
"11056",4,-326,0.57,2,28,468,0,0,12,2,3
"11057",5,2327,0.38,0,42,2006,0,1,4,3,1
"11058",6,-244,0.52,3,30,293,0,1,11,0,4
"11059",1,-181,0.86,1,15,904,1,1,12,0,2
"11060",2,-379,0.59,5,137,2384,0,4,17,3,2
"11061",3,-326,0.56,3,33,0,0,1,9,1,0
"11062",4,735,0.24,0,147,2680,1,4,14,2,2
"11063",5,-950,0.02,2,26,585,0,0,0,0,0
"11064",6,-112,0.11,4,37,3311,0,2,12,2,3
"11065",1,-10,0.5,4,42,0,0,0,9,0,1
"11066",2,-835,0.07,3,34,0,0,0,0,0,0
"11067",3,-470,0.34,2,25,1184,0,0,4,1,3
"11068",4,-125,0.38,1,22,0,0,0,3,0,3
"11069",5,-1781,0.47,5,63,3666,1,2,14,2,4
"11070",6,2597,0.14,0,61,0,1,2,2,3,1
"11071",1,-540,0.16,4,46,2253,0,2,11,2,0
"11072",2,-162,0.44,5,56,3700,1,7,19,3,1
"11073",3,-374,0.79,3,38,248,0,2,7,1,0
"11074",4,-567,0.62,1,12,0,0,3,9,0,0
"11075",5,-95,0.08,2,22,1823,0,0,4,1,0
"11076",6,2238,0.84,0,63,1229,1,0,8,2,1
"11077",1,-509,0.79,3,19,1991,1,1,6,1,3
"11078",2,-63,0.55,2,20,0,0,0,5,0,2
"11079",3,3556,0.31,0,59,3223,1,1,3,2,3
"11080",4,-298,0.56,4,41,1732,1,0,18,2,6
"11081",5,-458,0.12,5,59,1826,0,1,5,1,0
"11082",6,-375,0.46,1,16,0,0,0,11,0,0
"11083",1,-64,0.38,4,44,0,0,2,13,1,2
"11084",2,-39,0.39,2,23,1238,0,1,5,1,1
"11085",3,-27,0.59,3,29,1987,0,1,14,2,4
"11086",4,3916,0.79,0,69,901,1,4,6,2,3
"11087",5,-3,0.9,5,71,1979,1,7,14,2,1
"11088",6,-15,0.71,1,6,0,0,1,3,1,3
"11089",1,-523,0.77,4,37,2550,1,1,17,2,0
"11090",2,-348,0.16,5,56,2962,0,0,11,1,2
"11091",3,-55,0.01,3,37,1754,0,3,0,0,0
"11092",4,3200,0.44,0,59,1839,1,2,5,3,2
"11093",5,-562,0.04,2,33,1830,0,0,0,0,0
"11094",6,-1336,0.94,1,11,0,0,0,11,0,5
"11095",1,-690,0.95,3,42,2299,0,1,9,0,1
"11096",2,-39,0.46,4,60,2424,1,1,10,2,3
"11097",3,7931,0.48,0,62,0,0,2,4,2,4
"11098",4,-381,0.37,5,64,1976,0,3,12,0,4
"11099",5,-310,0.24,2,24,761,0,0,4,1,0
"11100",6,-107,0.85,1,14,-107,0,1,10,1,2
"11101",1,-288,0.95,2,9,0,0,0,9,1,4
"11102",2,-165,0.53,4,33,2588,1,2,12,1,1
"11103",3,-887,0.46,5,63,0,1,0,21,3,3
"11104",4,-57,0.5,1,8,0,0,0,4,1,2
"11105",5,1918,0.13,0,71,3351,1,2,9,3,1
"11106",6,-540,0.97,3,26,1303,0,1,8,0,0
"11107",1,-123,0.9,4,36,2288,0,4,18,1,3
"11108",2,-237,0.09,2,29,1462,0,1,3,0,0
"11109",3,-5,0.44,5,56,0,0,1,9,1,1
"11110",4,-896,0.13,3,34,1942,0,1,2,0,0
"11111",5,6317,0.25,0,53,2140,1,1,7,2,2
"11112",6,-85,0.8,1,14,-85,0,0,11,2,5
"11113",1,-720,0.43,3,36,1004,0,3,5,0,0
"11114",2,-163,0.16,5,90,2632,0,3,22,1,1
"11115",3,-1014,0.8,4,43,0,1,2,10,1,5
"11116",4,2957,0.41,0,86,3245,1,1,16,3,2
"11117",5,-3316,0.6,2,19,288,0,0,13,3,2
"11118",6,-248,1,1,8,0,0,0,6,1,2
"11119",1,-556,0.16,4,65,2416,0,2,15,4,3
"11120",2,-94,0.59,1,11,0,0,0,6,1,2
"11121",3,-202,1,3,50,2624,0,4,15,2,3
"11122",4,-562,0.76,2,26,738,0,0,7,1,2
"11123",5,-200,0.01,5,70,1728,0,2,0,0,0
"11124",6,6750,0.18,0,72,3074,1,1,10,3,0
"11125",1,-1183,0.94,5,47,3671,1,4,17,1,1
"11126",2,361,0.49,0,51,2942,1,0,3,2,0
"11127",3,-518,0.95,2,13,0,0,0,6,2,3
"11128",4,-287,0.78,4,35,2594,0,0,8,0,1
"11129",5,-402,0.52,1,13,0,1,0,7,1,0
"11130",6,-210,0.59,3,14,-210,1,0,6,1,1
"11131",1,-696,0.26,5,92,1480,1,6,19,3,0
"11132",2,-70,0.49,1,21,1502,0,0,6,1,1
"11133",3,-1040,0.99,4,36,2266,0,2,10,0,0
"11134",4,117,0.74,0,88,1246,1,2,9,3,0
"11135",5,-205,0.82,3,26,473,1,0,7,1,4
"11136",6,-438,0.86,2,21,0,0,0,8,1,0
"11137",1,-541,0.27,3,20,0,0,0,13,2,3
"11138",2,-443,0.88,4,25,0,0,5,12,2,4
"11139",3,3946,0.99,0,32,2296,0,2,7,2,2
"11140",4,-546,0.15,5,25,1220,0,2,5,0,0
"11141",5,-941,0.93,2,14,-941,0,0,7,1,0
"11142",6,-26,0.91,1,8,0,0,0,2,0,2
"11143",1,-348,0.32,1,14,-348,0,0,8,1,0
"11144",2,-149,0.45,2,22,2489,0,1,12,1,0
"11145",3,-386,0.29,5,42,2404,0,0,12,0,1
"11146",4,-592,0.93,4,50,2118,1,1,15,1,3
"11147",5,1803,0.42,0,48,1666,1,1,4,4,3
"11148",6,-60,0.01,3,34,1300,0,1,0,0,0
"11149",1,-17,0.18,5,87,3671,1,1,20,1,0
"11150",2,-263,0.91,2,32,1204,0,4,13,1,2
"11151",3,-60,0.86,1,18,260,1,0,8,0,0
"11152",4,-832,0.3,4,42,1360,0,1,6,2,2
"11153",5,-489,0.07,3,48,1642,0,1,1,0,0
"11154",6,656,0.28,0,87,1719,0,3,7,3,0
"11155",1,-774,0.54,1,12,0,0,0,11,2,3
"11156",2,-274,0.14,4,32,698,0,3,2,0,2
"11157",3,-612,0.06,2,16,938,0,2,0,0,0
"11158",4,-191,0.24,5,47,2093,0,1,7,0,0
"11159",5,1085,0.95,0,59,3194,1,0,14,4,0
"11160",6,-1098,0.3,3,27,587,0,2,6,1,3
"11161",1,-510,0.51,2,36,0,1,3,12,2,3
"11162",2,-576,0.03,3,44,1804,0,0,0,0,0
"11163",3,7128,0.73,0,68,3263,1,0,7,2,2
"11164",4,-152,0.21,1,34,1034,0,1,6,2,4
"11165",5,-987,0.01,4,50,1638,0,3,0,0,0
"11166",6,-577,0.13,5,68,2014,0,2,16,3,1
"11167",1,3084,0.75,0,47,3367,1,0,3,4,3
"11168",2,-521,0.71,1,19,0,0,0,8,0,1
"11169",3,-11,0,4,43,1780,0,0,0,0,0
"11170",4,-242,0.41,3,31,451,0,0,7,0,1
"11171",5,-988,0.31,5,46,0,0,1,2,0,0
"11172",6,-804,0.51,2,20,1626,0,0,5,2,2
"11173",1,-328,0.19,3,25,0,0,1,8,1,3
"11174",2,-462,1,4,35,3070,0,2,18,2,1
"11175",3,-114,0.01,5,64,1630,0,4,0,0,0
"11176",4,-12,0.67,2,13,0,1,1,7,1,0
"11177",5,-430,0.64,1,6,0,1,0,6,1,4
"11178",6,4548,0.56,0,66,3390,1,2,8,2,2
"11179",1,-76,0.57,2,27,532,0,0,6,2,2
"11180",2,-926,0.47,4,67,2034,0,2,17,1,1
"11181",3,-1005,0.14,5,84,1016,0,3,7,3,3
"11182",4,-3,0.37,3,55,2854,0,4,12,1,0
"11183",5,196,0.6,0,93,2785,1,5,15,2,0
"11184",6,-2563,0.68,1,11,0,1,0,14,1,0
"11185",1,-368,0.55,3,51,0,0,5,16,2,2
"11186",2,-48,0.76,1,8,0,0,0,6,1,2
"11187",3,3221,1,0,49,3460,1,3,5,2,1
"11188",4,-1164,0.16,5,53,1211,0,4,6,1,1
"11189",5,-9,0.44,2,32,0,0,4,10,0,4
"11190",6,-1179,0.02,4,51,1878,0,0,0,0,0
"11191",1,-329,0.35,2,52,988,0,3,6,2,4
"11192",2,-311,0.17,4,79,1301,1,1,10,0,2
"11193",3,-211,0.15,5,107,2128,0,5,14,2,0
"11194",4,-543,0.08,3,68,1912,0,0,2,0,0
"11195",5,-410,0.57,1,56,0,1,1,10,3,1
"11196",6,3903,0.2,0,120,2540,1,0,4,5,1
"11197",1,-709,0.08,5,61,1732,0,5,1,0,0
"11198",2,-200,0,4,52,1810,0,1,0,0,0
"11199",3,-110,0.45,3,21,2339,1,0,9,2,2
"11200",4,2107,0.56,0,60,2839,1,3,6,4,2
"11201",5,-129,0.98,1,11,0,0,1,11,0,2
"11202",6,-434,0.38,2,24,0,0,3,6,1,4
"11203",1,-156,0.83,1,7,0,1,0,6,0,0
